year,county,cause,sex,age_code,N
91,0102,07,1,21,8
91,0102,07,2,21,4
91,0102,07,1,22,6
91,0102,07,2,22,4
91,0102,07,1,23,1
91,0102,07,2,23,1
91,0102,07,2,24,1
91,0102,07,1,24,3
91,0102,07,1,25,1
91,0102,08,1,13,1
91,0102,08,2,13,1
91,0102,08,1,14,4
91,0102,08,1,15,6
91,0102,08,1,16,5
91,0102,08,2,17,2
91,0102,08,1,17,7
91,0102,08,1,18,7
91,0102,08,2,18,2
91,0102,08,1,19,4
91,0102,08,2,19,4
91,0102,08,1,20,13
91,0102,08,2,20,5
91,0102,08,1,21,7
91,0102,08,2,21,4
91,0102,08,1,22,10
91,0102,08,2,22,2
91,0102,08,2,23,1
91,0102,08,1,23,5
91,0102,09,1,13,1
91,0102,09,1,14,1
91,0102,09,1,16,2
91,0102,09,1,17,1
91,0102,09,2,18,1
91,0102,09,1,19,1
91,0102,09,1,21,1
91,0102,09,2,21,1
91,0102,09,1,22,2
91,0102,09,2,22,2
91,0102,09,2,24,1
91,0102,10,2,14,1
91,0102,10,1,18,1
91,0102,10,1,19,1
91,0102,10,2,19,2
91,0102,10,1,20,5
91,0102,10,2,20,2
91,0102,10,1,21,3
91,0102,10,2,21,3
91,0102,10,1,22,2
91,0102,10,2,22,3
91,0102,10,1,23,1
91,0102,10,2,24,1
91,0102,11,2,17,1
91,0102,11,2,20,1
91,0102,11,2,24,1
91,0102,12,2,10,1
91,0102,13,1,24,1
91,0102,14,1,13,1
91,0102,14,1,15,3
91,0102,14,1,16,1
91,0102,14,2,16,3
91,0102,14,1,17,3
91,0102,14,2,17,3
91,0102,14,1,18,2
91,0102,14,2,18,9
91,0102,14,1,19,5
91,0102,14,2,19,5
91,0102,14,1,20,16
91,0102,14,2,20,6
91,0102,14,2,21,6
91,0102,14,1,21,14
91,0102,14,2,22,4
91,0102,14,1,22,9
91,0102,14,1,23,6
91,0102,14,2,23,5
91,0102,14,2,24,3
91,0102,14,1,24,1
91,0102,14,2,25,2
91,0102,16,1,17,2
91,0102,16,2,21,1
91,0102,18,2,22,1
91,0102,19,1,14,1
91,0102,19,1,18,1
91,0102,19,2,19,1
91,0102,19,2,20,1
91,0102,19,1,22,1
91,0102,20,2,13,1
91,0102,20,2,14,3
91,0102,20,2,15,7
91,0102,20,2,16,6
91,0102,20,2,17,2
91,0102,20,2,18,1
91,0102,20,2,19,6
91,0102,20,2,20,3
91,0102,20,2,22,1
91,0102,22,2,15,1
91,0102,22,2,16,1
91,0102,22,2,17,1
91,0102,22,2,19,1
91,0102,22,2,20,1
91,0102,22,2,21,3
91,0102,22,2,22,1
91,0102,22,2,23,2
91,0102,24,2,22,1
91,0102,25,2,14,1
91,0102,25,2,16,1
91,0102,25,2,17,1
91,0102,25,2,20,1
91,0102,25,2,21,2
91,0102,26,1,19,1
91,0102,26,1,20,1
91,0102,26,1,21,1
91,0102,26,1,22,7
91,0102,26,1,23,6
91,0102,26,1,24,1
91,0102,28,1,22,1
91,0102,29,1,20,2
91,0102,29,1,22,3
91,0102,29,2,23,1
91,0102,30,2,13,1
91,0102,30,2,15,1
91,0102,30,1,16,1
91,0102,30,1,18,1
91,0102,30,1,19,1
91,0102,30,2,19,1
91,0102,30,2,20,1
91,0102,30,1,22,1
91,0102,32,2,04,1
91,0102,32,2,17,1
91,0102,32,2,20,1
91,0102,34,2,20,1
91,0102,35,1,09,1
91,0102,35,1,12,1
91,0102,35,1,14,1
91,0102,35,1,16,1
91,0102,35,2,17,1
91,0102,35,2,18,1
91,0102,35,1,19,3
91,0102,35,2,19,3
91,0102,35,1,20,3
91,0102,35,1,21,3
91,0102,35,2,21,2
91,0102,35,2,22,2
91,0102,35,1,22,1
91,0102,35,1,23,2
91,0102,35,2,23,2
91,0102,35,1,24,2
91,0102,36,1,09,1
91,0102,37,2,04,1
91,0102,37,1,07,1
91,0102,37,2,15,2
91,0102,37,1,17,3
91,0102,37,1,19,3
91,0102,37,2,20,1
91,0102,37,1,20,1
91,0102,37,1,21,1
91,0102,37,1,22,1
91,0102,37,2,22,1
91,0102,37,2,23,1
91,0102,38,1,15,1
91,0102,38,2,16,1
91,0102,38,2,18,1
91,0102,38,2,20,2
91,0102,38,1,20,1
91,0102,38,1,21,1
91,0102,38,2,21,1
91,0102,38,2,22,1
91,0102,38,1,22,2
91,0102,38,2,23,3
91,0102,38,1,23,1
91,0109,01,1,17,2
91,0109,01,1,18,1
91,0109,01,1,19,2
91,0109,01,1,20,2
91,0109,03,2,15,1
91,0109,03,2,16,1
91,0109,03,1,16,1
91,0109,03,1,20,1
91,0109,04,1,13,1
91,0109,04,2,16,1
91,0109,04,1,16,1
91,0109,04,2,18,1
91,0109,04,1,18,1
91,0109,04,1,19,1
91,0109,04,1,20,1
91,0109,04,1,21,2
91,0109,04,1,23,1
91,0109,05,1,14,3
91,0109,05,1,15,1
91,0109,05,1,17,3
91,0109,05,1,18,2
91,0109,05,1,19,1
91,0109,05,1,20,1
91,0109,05,2,21,1
91,0109,05,1,21,2
91,0109,05,2,22,1
91,0109,05,1,22,3
91,0109,05,2,24,1
91,0109,06,2,19,1
91,0109,06,2,22,1
91,0109,07,2,12,1
91,0109,07,1,14,1
91,0109,07,2,16,1
91,0109,07,1,16,2
91,0109,07,2,17,1
91,0109,07,1,17,2
91,0109,07,2,18,1
91,0109,07,1,18,2
91,0109,07,2,19,1
91,0109,07,1,19,4
91,0109,07,2,20,1
91,0109,07,1,20,2
91,0109,07,2,21,5
91,0109,07,1,21,2
91,0109,07,2,22,2
91,0109,07,2,23,2
91,0109,07,1,23,1
91,0109,07,1,24,2
91,0109,08,1,13,1
91,0109,08,1,14,2
91,0109,08,1,15,4
91,0109,08,1,16,4
91,0109,08,2,17,1
91,0109,08,1,17,4
91,0109,08,1,18,6
91,0109,08,2,19,2
91,0109,08,1,19,4
91,0109,08,1,20,2
91,0109,08,1,21,5
91,0109,08,2,22,2
91,0109,08,1,22,1
91,0109,09,1,14,1
91,0109,09,2,17,1
91,0109,09,2,18,1
91,0109,09,2,20,2
91,0109,09,2,21,1
91,0109,09,1,21,1
91,0109,10,2,15,2
91,0109,10,1,15,1
91,0109,10,2,16,1
91,0109,10,2,17,1
91,0109,10,1,17,1
91,0109,10,2,21,2
91,0109,11,2,15,1
91,0109,11,1,16,1
91,0109,11,2,23,1
91,0109,13,1,14,1
91,0109,14,1,13,1
91,0109,14,1,14,1
91,0109,14,2,15,1
91,0109,14,1,15,1
91,0109,14,2,16,2
91,0109,14,1,16,3
91,0109,14,2,17,1
91,0109,14,1,17,3
91,0109,14,2,18,2
91,0109,14,1,18,2
91,0109,14,1,19,5
91,0109,14,2,20,5
91,0109,14,1,20,13
91,0109,14,2,21,1
91,0109,14,1,21,5
91,0109,14,2,22,2
91,0109,14,1,22,6
91,0109,14,2,23,2
91,0109,14,1,23,3
91,0109,14,2,24,1
91,0109,16,1,19,1
91,0109,18,2,19,1
91,0109,20,2,12,1
91,0109,20,2,13,1
91,0109,20,2,15,2
91,0109,20,2,16,2
91,0109,20,2,18,3
91,0109,20,2,21,1
91,0109,20,2,22,1
91,0109,20,2,24,1
91,0109,22,2,14,1
91,0109,22,2,16,1
91,0109,22,2,17,1
91,0109,22,2,18,1
91,0109,22,2,22,1
91,0109,24,2,16,2
91,0109,24,2,19,1
91,0109,25,2,15,1
91,0109,25,2,16,1
91,0109,25,2,18,2
91,0109,25,2,20,1
91,0109,26,1,18,2
91,0109,26,1,19,1
91,0109,26,1,20,1
91,0109,26,1,21,1
91,0109,29,2,20,1
91,0109,29,1,22,1
91,0109,30,2,21,1
91,0109,32,1,15,1
91,0109,33,1,15,1
91,0109,35,1,09,1
91,0109,35,2,13,1
91,0109,35,1,13,2
91,0109,35,2,19,1
91,0109,35,1,19,1
91,0109,35,2,20,2
91,0109,37,2,14,1
91,0109,37,2,15,1
91,0109,37,2,21,1
91,0109,37,2,23,1
91,0109,38,2,18,2
91,0109,38,1,18,1
91,0109,38,1,19,1
91,0109,38,1,21,1
91,0109,38,1,22,2
91,0109,38,2,23,2
91,0110,01,1,15,1
91,0110,01,1,17,2
91,0110,01,1,19,1
91,0110,03,1,14,1
91,0110,03,1,15,2
91,0110,03,1,16,1
91,0110,03,1,17,1
91,0110,03,1,24,1
91,0110,04,1,15,1
91,0110,04,1,16,1
91,0110,04,1,19,2
91,0110,04,1,20,2
91,0110,04,1,21,1
91,0110,05,2,16,2
91,0110,05,2,18,1
91,0110,05,1,18,1
91,0110,05,1,19,1
91,0110,05,2,19,2
91,0110,05,2,20,4
91,0110,05,1,20,3
91,0110,05,2,21,4
91,0110,05,1,21,1
91,0110,05,2,22,3
91,0110,05,1,22,4
91,0110,05,2,23,2
91,0110,05,1,23,1
91,0110,05,1,24,1
91,0110,07,2,16,1
91,0110,07,1,17,1
91,0110,07,2,18,5
91,0110,07,1,18,1
91,0110,07,1,19,1
91,0110,07,2,20,6
91,0110,07,1,20,4
91,0110,07,2,21,2
91,0110,07,1,21,2
91,0110,07,1,22,5
91,0110,07,1,23,1
91,0110,07,2,23,1
91,0110,07,2,24,1
91,0110,07,1,25,1
91,0110,08,1,07,1
91,0110,08,2,11,1
91,0110,08,1,13,1
91,0110,08,1,14,2
91,0110,08,2,15,1
91,0110,08,1,15,3
91,0110,08,2,16,1
91,0110,08,1,16,4
91,0110,08,2,17,1
91,0110,08,1,17,6
91,0110,08,2,18,2
91,0110,08,1,18,12
91,0110,08,2,19,2
91,0110,08,1,19,6
91,0110,08,2,20,7
91,0110,08,1,20,8
91,0110,08,2,21,5
91,0110,08,1,21,5
91,0110,08,2,22,3
91,0110,08,1,22,6
91,0110,08,2,23,2
91,0110,08,2,24,1
91,0110,09,2,17,1
91,0110,09,1,20,2
91,0110,09,2,21,1
91,0110,09,1,21,2
91,0110,09,2,22,2
91,0110,09,1,22,1
91,0110,09,2,23,2
91,0110,10,1,12,1
91,0110,10,1,16,2
91,0110,10,1,19,2
91,0110,10,2,20,1
91,0110,10,1,20,1
91,0110,10,1,21,1
91,0110,10,1,22,4
91,0110,11,1,12,1
91,0110,11,1,21,1
91,0110,13,1,18,1
91,0110,13,1,19,1
91,0110,13,1,20,1
91,0110,13,1,21,1
91,0110,14,2,13,2
91,0110,14,1,13,1
91,0110,14,2,14,1
91,0110,14,1,15,2
91,0110,14,2,16,1
91,0110,14,1,16,1
91,0110,14,2,17,2
91,0110,14,1,17,2
91,0110,14,1,18,4
91,0110,14,2,19,2
91,0110,14,1,19,10
91,0110,14,2,20,7
91,0110,14,1,20,9
91,0110,14,2,21,3
91,0110,14,1,21,11
91,0110,14,2,22,5
91,0110,14,1,22,6
91,0110,14,2,23,1
91,0110,14,1,23,4
91,0110,14,1,24,3
91,0110,17,1,20,1
91,0110,17,2,21,1
91,0110,18,1,13,1
91,0110,18,2,18,1
91,0110,18,1,20,1
91,0110,19,2,15,1
91,0110,19,2,16,1
91,0110,19,1,21,1
91,0110,20,2,15,6
91,0110,20,2,16,2
91,0110,20,2,17,2
91,0110,20,2,18,1
91,0110,20,2,19,1
91,0110,20,2,20,1
91,0110,20,2,22,3
91,0110,20,2,23,1
91,0110,22,2,18,1
91,0110,22,2,20,3
91,0110,22,2,21,1
91,0110,22,2,25,1
91,0110,25,2,13,1
91,0110,25,2,14,1
91,0110,25,2,15,1
91,0110,25,2,16,1
91,0110,25,2,17,2
91,0110,25,2,20,1
91,0110,25,2,22,1
91,0110,26,1,22,3
91,0110,29,1,16,1
91,0110,29,1,17,2
91,0110,29,2,19,1
91,0110,29,1,22,2
91,0110,30,2,16,1
91,0110,30,1,19,1
91,0110,30,2,20,1
91,0110,30,1,20,1
91,0110,30,1,21,3
91,0110,32,2,11,1
91,0110,32,2,14,1
91,0110,32,1,14,2
91,0110,32,1,17,1
91,0110,32,1,20,1
91,0110,33,2,07,1
91,0110,33,1,12,1
91,0110,34,2,19,1
91,0110,34,2,20,1
91,0110,34,1,20,1
91,0110,35,2,13,1
91,0110,35,1,13,1
91,0110,35,2,14,1
91,0110,35,2,16,1
91,0110,35,1,16,1
91,0110,35,2,18,2
91,0110,35,2,20,1
91,0110,35,1,20,1
91,0110,35,2,21,1
91,0110,35,1,21,1
91,0110,35,1,23,1
91,0110,37,2,11,1
91,0110,37,1,16,1
91,0110,37,2,17,1
91,0110,37,2,19,1
91,0110,37,2,21,2
91,0110,37,1,21,1
91,0110,37,1,22,1
91,0110,37,2,23,1
91,0110,38,2,17,2
91,0110,38,1,18,2
91,0110,38,2,20,1
91,0110,38,2,21,2
91,0111,01,1,13,1
91,0111,01,1,14,2
91,0111,01,1,15,3
91,0111,01,1,16,3
91,0111,01,1,17,1
91,0111,01,1,18,1
91,0111,01,2,19,1
91,0111,01,1,21,1
91,0111,01,1,23,1
91,0111,03,1,12,1
91,0111,03,2,15,1
91,0111,03,1,16,1
91,0111,03,2,17,1
91,0111,03,2,20,1
91,0111,03,2,21,1
91,0111,04,1,14,1
91,0111,04,1,15,1
91,0111,04,1,16,2
91,0111,04,1,17,1
91,0111,04,1,18,3
91,0111,04,2,19,1
91,0111,04,1,19,2
91,0111,04,1,20,2
91,0111,04,1,22,1
91,0111,05,2,14,1
91,0111,05,1,15,2
91,0111,05,2,15,1
91,0111,05,2,16,1
91,0111,05,1,17,1
91,0111,05,2,18,1
91,0111,05,1,18,1
91,0111,05,2,19,2
91,0111,05,1,19,1
91,0111,05,2,20,3
91,0111,05,1,20,3
91,0111,05,1,21,3
91,0111,05,2,22,2
91,0111,05,1,22,2
91,0111,05,2,23,1
91,0111,05,1,23,3
91,0111,05,2,24,1
91,0111,05,1,26,1
91,0111,07,1,12,1
91,0111,07,2,13,1
91,0111,07,1,13,2
91,0111,07,2,14,1
91,0111,07,1,14,1
91,0111,07,2,16,2
91,0111,07,2,17,1
91,0111,07,1,17,2
91,0111,07,2,18,1
91,0111,07,1,18,2
91,0111,07,2,19,2
91,0111,07,1,19,1
91,0111,07,2,20,1
91,0111,07,1,20,1
91,0111,07,2,21,4
91,0111,07,1,21,6
91,0111,07,2,22,1
91,0111,07,1,22,2
91,0111,07,2,23,1
91,0111,07,1,23,1
91,0111,08,2,09,1
91,0111,08,2,13,3
91,0111,08,1,13,1
91,0111,08,2,14,1
91,0111,08,1,14,4
91,0111,08,2,15,3
91,0111,08,1,15,6
91,0111,08,1,16,1
91,0111,08,1,17,3
91,0111,08,2,18,1
91,0111,08,1,18,4
91,0111,08,2,19,2
91,0111,08,1,19,5
91,0111,08,2,20,2
91,0111,08,1,20,3
91,0111,08,2,21,4
91,0111,08,1,21,6
91,0111,08,1,22,2
91,0111,08,2,23,2
91,0111,08,1,24,2
91,0111,09,1,16,1
91,0111,09,2,17,1
91,0111,09,2,19,1
91,0111,09,2,20,3
91,0111,09,1,20,1
91,0111,09,2,22,1
91,0111,09,2,23,1
91,0111,09,1,23,1
91,0111,09,2,24,1
91,0111,10,1,13,2
91,0111,10,2,15,1
91,0111,10,1,16,1
91,0111,10,1,18,1
91,0111,10,1,19,1
91,0111,10,1,20,4
91,0111,10,2,21,2
91,0111,10,1,21,1
91,0111,10,1,23,1
91,0111,11,2,21,1
91,0111,12,1,18,1
91,0111,13,1,18,1
91,0111,14,2,12,1
91,0111,14,2,14,1
91,0111,14,1,14,1
91,0111,14,2,15,2
91,0111,14,1,15,2
91,0111,14,2,16,1
91,0111,14,1,16,7
91,0111,14,2,17,2
91,0111,14,1,17,3
91,0111,14,2,18,2
91,0111,14,1,18,4
91,0111,14,1,19,3
91,0111,14,2,19,5
91,0111,14,2,20,5
91,0111,14,1,20,11
91,0111,14,2,21,5
91,0111,14,1,21,10
91,0111,14,2,22,3
91,0111,14,1,22,6
91,0111,14,1,23,3
91,0111,14,2,24,2
91,0111,14,1,24,2
91,0111,16,1,20,1
91,0111,17,2,16,1
91,0111,19,1,11,1
91,0111,19,2,17,1
91,0111,20,2,11,1
91,0111,20,2,13,1
91,0111,20,2,14,1
91,0111,20,2,15,2
91,0111,20,2,16,2
91,0111,20,2,17,2
91,0111,20,2,19,1
91,0111,20,2,20,1
91,0111,20,2,21,1
91,0111,22,2,15,2
91,0111,22,2,18,1
91,0111,22,2,19,1
91,0111,22,2,20,1
91,0111,22,2,23,1
91,0111,24,2,18,1
91,0111,24,2,19,1
91,0111,24,2,22,1
91,0111,25,2,18,3
91,0111,26,1,19,1
91,0111,26,1,20,2
91,0111,26,1,21,1
91,0111,26,1,22,1
91,0111,26,1,25,1
91,0111,29,1,21,1
91,0111,29,1,22,2
91,0111,29,2,23,1
91,0111,29,1,23,1
91,0111,30,2,15,1
91,0111,30,1,21,2
91,0111,30,1,23,2
91,0111,32,2,15,2
91,0111,32,1,17,1
91,0111,32,1,22,2
91,0111,33,1,15,1
91,0111,33,1,21,1
91,0111,35,1,13,1
91,0111,35,2,16,1
91,0111,35,2,18,1
91,0111,35,1,18,1
91,0111,35,2,22,2
91,0111,35,1,22,1
91,0111,37,2,07,1
91,0111,37,1,08,1
91,0111,37,2,10,1
91,0111,37,1,14,1
91,0111,37,2,17,1
91,0111,37,2,18,1
91,0111,37,1,19,1
91,0111,37,2,20,1
91,0111,37,1,22,1
91,0111,37,1,23,1
91,0111,38,2,12,1
91,0111,38,2,17,1
91,0111,38,1,17,2
91,0111,38,2,19,2
91,0111,38,1,20,1
91,0111,38,1,21,1
91,0111,38,2,22,1
91,0111,38,1,22,2
91,0112,01,2,16,1
91,0112,01,1,16,4
91,0112,01,1,19,2
91,0112,03,1,15,1
91,0112,03,1,17,1
91,0112,03,1,18,1
91,0112,03,1,21,1
91,0112,04,1,14,1
91,0112,04,1,15,2
91,0112,04,1,16,1
91,0112,04,1,18,1
91,0112,04,1,20,2
91,0112,04,1,21,1
91,0112,05,2,14,2
91,0112,05,1,14,1
91,0112,05,1,17,1
91,0112,05,1,18,1
91,0112,05,1,19,2
91,0112,05,1,20,2
91,0112,05,2,21,2
91,0112,05,1,21,3
91,0112,05,1,23,2
91,0112,06,2,13,1
91,0112,07,2,13,1
91,0112,07,1,13,1
91,0112,07,1,15,1
91,0112,07,2,17,1
91,0112,07,1,18,1
91,0112,07,2,19,1
91,0112,07,2,20,3
91,0112,07,1,20,4
91,0112,07,2,21,1
91,0112,07,1,21,1
91,0112,07,1,22,1
91,0112,07,2,22,1
91,0112,07,1,23,1
91,0112,08,1,16,1
91,0112,08,2,17,1
91,0112,08,1,17,1
91,0112,08,1,18,4
91,0112,08,2,19,1
91,0112,08,1,19,4
91,0112,08,2,20,2
91,0112,08,1,20,3
91,0112,08,1,21,1
91,0112,08,2,22,2
91,0112,08,1,22,2
91,0112,08,1,23,1
91,0112,09,1,15,1
91,0112,09,2,16,1
91,0112,09,1,16,1
91,0112,09,2,19,1
91,0112,09,2,20,1
91,0112,09,1,20,1
91,0112,09,1,21,1
91,0112,10,1,15,1
91,0112,10,1,16,1
91,0112,10,2,17,2
91,0112,10,1,19,3
91,0112,10,2,21,2
91,0112,11,2,24,1
91,0112,13,1,21,1
91,0112,14,2,14,1
91,0112,14,1,15,3
91,0112,14,2,16,2
91,0112,14,1,16,1
91,0112,14,1,17,3
91,0112,14,2,18,1
91,0112,14,1,18,5
91,0112,14,2,19,1
91,0112,14,1,19,4
91,0112,14,2,20,1
91,0112,14,1,20,5
91,0112,14,2,21,3
91,0112,14,1,21,5
91,0112,14,2,22,2
91,0112,14,1,22,5
91,0112,14,2,23,1
91,0112,14,1,23,1
91,0112,16,1,20,1
91,0112,18,2,14,1
91,0112,19,2,20,1
91,0112,20,2,11,1
91,0112,20,2,13,1
91,0112,20,2,14,1
91,0112,20,2,15,1
91,0112,22,2,15,3
91,0112,22,2,23,2
91,0112,24,2,15,1
91,0112,26,1,21,1
91,0112,29,1,16,1
91,0112,29,2,21,1
91,0112,29,2,22,1
91,0112,30,1,14,1
91,0112,32,1,12,1
91,0112,32,1,16,1
91,0112,32,1,19,1
91,0112,33,1,05,1
91,0112,34,2,22,1
91,0112,35,1,16,1
91,0112,35,2,20,1
91,0112,35,1,20,2
91,0112,35,1,21,3
91,0112,37,1,15,1
91,0112,37,2,19,1
91,0112,37,1,22,1
91,0112,38,2,18,1
91,0112,38,1,18,1
91,0112,38,1,19,2
91,0112,38,2,22,1
91,0115,01,1,15,2
91,0115,01,2,15,1
91,0115,01,1,16,1
91,0115,01,2,16,1
91,0115,01,1,17,3
91,0115,01,2,20,1
91,0115,01,1,21,1
91,0115,01,2,22,1
91,0115,02,1,17,1
91,0115,03,1,13,1
91,0115,03,1,14,1
91,0115,03,1,15,1
91,0115,03,2,15,2
91,0115,03,1,17,1
91,0115,03,1,19,1
91,0115,04,1,15,2
91,0115,04,1,16,2
91,0115,04,1,17,1
91,0115,04,1,18,2
91,0115,04,1,19,2
91,0115,04,1,22,1
91,0115,04,1,23,1
91,0115,05,1,13,1
91,0115,05,1,14,1
91,0115,05,1,15,2
91,0115,05,2,16,2
91,0115,05,1,16,3
91,0115,05,1,18,2
91,0115,05,2,18,2
91,0115,05,2,19,3
91,0115,05,1,20,5
91,0115,05,2,20,3
91,0115,05,1,21,4
91,0115,05,2,21,3
91,0115,05,1,22,4
91,0115,05,1,23,4
91,0115,05,2,23,1
91,0115,05,2,24,2
91,0115,05,1,24,2
91,0115,07,2,14,1
91,0115,07,1,15,2
91,0115,07,1,16,4
91,0115,07,2,16,2
91,0115,07,2,17,1
91,0115,07,1,17,2
91,0115,07,1,18,3
91,0115,07,2,18,3
91,0115,07,2,19,1
91,0115,07,1,19,7
91,0115,07,1,20,4
91,0115,07,2,20,4
91,0115,07,1,21,6
91,0115,07,2,21,6
91,0115,07,1,22,1
91,0115,07,2,22,2
91,0115,07,2,23,5
91,0115,07,1,23,1
91,0115,07,2,24,1
91,0115,07,1,24,1
91,0115,07,2,25,1
91,0115,08,1,12,1
91,0115,08,1,13,1
91,0115,08,1,15,3
91,0115,08,2,15,1
91,0115,08,1,16,4
91,0115,08,1,17,7
91,0115,08,2,18,4
91,0115,08,1,18,10
91,0115,08,2,19,2
91,0115,08,1,19,10
91,0115,08,1,20,3
91,0115,08,2,20,2
91,0115,08,1,21,7
91,0115,08,2,21,4
91,0115,08,1,22,3
91,0115,08,2,22,1
91,0115,08,2,23,3
91,0115,09,2,17,1
91,0115,09,1,17,1
91,0115,09,1,18,2
91,0115,09,1,19,1
91,0115,09,2,20,4
91,0115,09,1,21,2
91,0115,09,2,22,1
91,0115,09,2,23,1
91,0115,09,1,23,1
91,0115,10,1,16,1
91,0115,10,1,18,1
91,0115,10,2,19,1
91,0115,10,1,19,3
91,0115,10,2,20,3
