"¤é´Á","´ú¯¸","´ú¶µ","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"2011/01/01","ªO¾ô","AMB_TEMP","11","11","11","11","11","11","11","11","12","13","13","13","13","13","13","12","12","12","12","12","12","13","13","13"
"2011/01/01","ªO¾ô","CH4","1.9","1.9","1.9","1.9","2","2","2","2","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9"
"2011/01/01","ªO¾ô","CO",".48",".56",".5",".42",".4",".48",".56",".6",".48",".41",".38",".41",".38",".37",".4",".36",".41",".43",".44",".47",".51",".55",".52",".44"
"2011/01/01","ªO¾ô","NMHC",".21",".26",".17",".17",".18",".23",".37",".3",".2",".16",".13",".16",".13",".13",".14",".12",".14",".14",".15",".15",".17",".19",".18",".13"
"2011/01/01","ªO¾ô","NO","3.3","4","3.9","1.7","1.2","3.1","7.9","9.1","7.1","4.7","3","4.5","4.4","3.3","3","2.4","1.9","1.6","1.8","2.6","3.3","4.2","3.6","1.5"
"2011/01/01","ªO¾ô","NO2","22","24","22","18","17","21","29","27","21","18","14","15","13","14","15","13","17","19","20","23","26","27","24","18"
"2011/01/01","ªO¾ô","NOx","26","28","26","20","18","25","36","36","28","23","17","20","18","17","18","16","19","20","22","25","29","31","27","19"
"2011/01/01","ªO¾ô","O3","19","19","21","23","23","15","8.6","13","21","22","28","29","31","33","34","32","29","28","26","22","17","15","17","21"
"2011/01/01","ªO¾ô","PH_RAIN","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2011/01/01","ªO¾ô","PM10","55","62","65","62","57","57","56","56","62","66","60","59","62","59","51","49","45","39","38","38","44","51","49","45"
"2011/01/01","ªO¾ô","PM2.5","22","25","22","22","22","20","19","18","20","22","22","18","19","20","20","21","20","21","19","18","21","28","31","27"
"2011/01/01","ªO¾ô","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2011/01/01","ªO¾ô","RAIN_COND","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
"2011/01/01","ªO¾ô","RH","51","50","50","50","51","52","55","53","50","49","48","46","45","45","47","49","51","50","48","50","51","51","52","52"
"2011/01/01","ªO¾ô","SO2","2.9","4","3.8","3.9","3.2","3.2","3.1","3.6","4.4","4.8","3.7","3.9","3.4","3.1","2.9","2.7","2.8","2.8","3.1","3.7","5.4","4.5","3.9","3.5"
"2011/01/01","ªO¾ô","THC","2.1","2.2","2.1","2.1","2.1","2.2","2.3","2.3","2.1","2.1","2","2.1","2","2","2.1","2","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2"
