SiteId,SiteName,County,Township,TWD67Lon,TWD67Lat,Rainfall10min,Rainfall1hr,Rainfall3hr,Rainfall6hr,Rainfall12hr,Rainfall24hr,Now,Unit,PublishTime
C0F9U0,南屯,臺中市,南屯區,120.6301,24.1389,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0F9T0,西屯,臺中市,西屯區,120.6329,24.1820,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C0F9S0,烏日,臺中市,烏日區,120.6159,24.1088,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0F9N0,大里,臺中市,大里區,120.6922,24.0944,0,0,0,0,0,9.5,0,局屬無人測站,2015-08-20 10:00:00
C1F9W0,德基,臺中市,和平區,121.1820,24.2567,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0G890,伸港,彰化縣,伸港鄉,120.4762,24.1505,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0G870,芳苑,彰化縣,芳苑鄉,120.3119,23.9240,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0G880,二水,彰化縣,二水鄉,120.6090,23.8128,0,0,0,0,0,5,0,局屬無人測站,2015-08-20 10:00:00
C0G860,社頭,彰化縣,社頭鄉,120.5781,23.8994,0,0,0,0,0,74.5,0,局屬無人測站,2015-08-20 10:00:00
C0G850,田中,彰化縣,田中鎮,120.5804,23.8587,0,0,0,0,0,14,0,局屬無人測站,2015-08-20 10:00:00
C0G840,北斗,彰化縣,北斗鎮,120.5065,23.8792,0,0,0,0,0,10,0,局屬無人測站,2015-08-20 10:00:00
C0G830,埤頭,彰化縣,埤頭鄉,120.4447,23.8678,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C0G820,田尾,彰化縣,田尾鄉,120.5014,23.9034,0,0,0,0,0,17.5,0,局屬無人測站,2015-08-20 10:00:00
C0G810,埔心,彰化縣,埔心鄉,120.5176,23.9487,0,0,0,0,0,12,0,局屬無人測站,2015-08-20 10:00:00
C0G800,埔鹽,彰化縣,埔鹽鄉,120.4236,24.0022,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0G790,花壇,彰化縣,花壇鄉,120.5441,24.0178,0,0,0,0.5,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0G780,秀水,彰化縣,秀水鄉,120.4957,24.0359,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0G770,福興,彰化縣,福興鄉,120.4295,24.0430,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0E810,西湖,苗栗縣,西湖鄉,120.7403,24.5644,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0E780,銅鑼,苗栗縣,銅鑼鄉,120.7826,24.4915,0,0,0,0,0,7,0,局屬無人測站,2015-08-20 10:00:00
C0E750,苗栗,苗栗縣,苗栗市,120.8164,24.5667,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0E740,造橋,苗栗縣,造橋鄉,120.8566,24.6388,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0E830,苑裡,苗栗縣,苑裡鎮,120.6449,24.4415,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1E770,公館,苗栗縣,公館鄉,120.8226,24.5286,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0E790,卓蘭,苗栗縣,卓蘭鎮,120.8162,24.3148,0,0,0,0,0,34.5,0,局屬無人測站,2015-08-20 10:00:00
C1D640,外坪,新竹縣,北埔鄉,121.0829,24.6462,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1D630,飛鳳山,新竹縣,芎林鄉,121.1107,24.7683,0,0,0,0,0,14,0,局屬無人測站,2015-08-20 10:00:00
C0E820,獅潭,苗栗縣,獅潭鄉,120.9120,24.5410,0,0,0,0,0,2.5,0,局屬無人測站,2015-08-20 10:00:00
A1AG70,仙跡,臺北市,文山區,121.5350,24.9911,0,0,0,0,0,0,0,臺北市大地工程處(文山仙跡岩),2015-08-20 10:00:00
A1AG50,劍潭,臺北市,中山區,121.5202,25.0849,0,0,0,0,0,0,0,臺北市大地工程處(中山劍潭山),2015-08-20 10:00:00
A1AG30,稻香,臺北市,北投區,121.4757,25.1498,0,0,0,0,0,0,0,臺北市大地工程處(北投稻香里),2015-08-20 10:00:00
A1AG20,大湖,臺北市,內湖區,121.5959,25.0982,0,0,0,0,0,0,0,臺北市大地工程處(內湖大湖里),2015-08-20 10:00:00
A1AG80,金面,臺北市,內湖區,121.5617,25.0967,0,0,0,0,0,0,0,臺北市大地工程處(內湖金面山),2015-08-20 10:00:00
A1AG60,福州,臺北市,大安區,121.5461,25.0187,0,0,0,0,0,0,0,臺北市大地工程處(大安福州山),2015-08-20 10:00:00
A1AG40,四獸,臺北市,信義區,121.5747,25.0311,0,0,0,0,0,0,0,臺北市大地工程處(信義四獸山),2015-08-20 10:00:00
C1U840,東澳嶺,宜蘭縣,南澳鄉,121.8406,24.5393,0,0,2.5,3.5,4,4,4,局屬無人測站,2015-08-20 10:00:00
C1U850,觀音海岸,宜蘭縣,南澳鄉,121.7703,24.3851,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1U830,烏石鼻,宜蘭縣,蘇澳鎮,121.8317,24.4847,0,0,1,1,1.5,1.5,1.5,局屬無人測站,2015-08-20 10:00:00
C0U780,五結,宜蘭縣,五結鄉,121.7902,24.6887,0,0,0,1,1,1,1,局屬無人測站,2015-08-20 10:00:00
C0V500,旗津,高雄市,旗津區,120.2779,22.5904,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C0V490,新興,高雄市,新興區,120.2906,22.6291,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C0AD50,鶯歌,新北市,鶯歌區,121.3373,24.9530,0,0,0,0,0,2.5,0,局屬無人測站,2015-08-20 10:00:00
C0AD40,土城,新北市,土城區,121.4369,24.9749,0,0,0,0,0,2,0,局屬無人測站,2015-08-20 10:00:00
C0AD30,蘆洲,新北市,蘆洲區,121.4641,25.0885,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0AD20,深坑,新北市,深坑區,121.6095,25.0031,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0AD10,八里,新北市,八里區,121.3953,25.1523,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0AD00,三芝,新北市,三芝區,121.4934,25.2596,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
88C690,蘇樂,桃園市,復興區,121.3486,24.7024,0,0,0,0,0,1,0,農委會水土保持局,2015-08-20 10:00:00
swc140,坪頂,雲林縣,林內鄉,120.6309,23.7556,0,0,0,0,0,14.5,0,農委會水土保持局,2015-08-20 10:00:00
swc130,松鶴,臺中市,和平區,120.9776,24.1788,0,0,0,0,0,0,0,農委會水土保持局,2015-08-20 10:00:00
swc120,豐山,嘉義縣,阿里山鄉,120.7367,23.5921,0,0,0,0,0,1.5,0,農委會水土保持局,2015-08-20 10:00:00
swc110,大興,花蓮縣,光復鄉,121.3701,23.6436,0,0,0,0,0,0,0,農委會水土保持局,2015-08-20 10:00:00
swc100,華山,雲林縣,古坑鄉,120.5999,23.5953,0,0,0.5,0.5,0.5,54,0.5,農委會水土保持局,2015-08-20 10:00:00
swc090,射馬干,臺東縣,卑南鄉,121.0298,22.7268,0,0,0,0,0,0.5,0,農委會水土保持局,2015-08-20 10:00:00
swc080,鳳義坑,花蓮縣,鳳林鎮,121.4180,23.7427,0,0,0,0,0,0,0,農委會水土保持局,2015-08-20 10:00:00
swc070,大粗坑,新北市,瑞芳區,121.8307,25.0931,0,0,0,0.5,1,1,1,農委會水土保持局,2015-08-20 10:00:00
swc060,豐丘,南投縣,信義鄉,120.8688,23.6698,0,0,0,0,0,1.5,0,農委會水土保持局,2015-08-20 10:00:00
swc050,郡坑,南投縣,水里鄉,120.8620,23.7416,0,0,0,0,0,0,0,農委會水土保持局,2015-08-20 10:00:00
swc040,上安,南投縣,水里鄉,120.8685,23.7272,0,0,0,0,0,0.5,0,農委會水土保持局,2015-08-20 10:00:00
swc030,神木,南投縣,信義鄉,120.8486,23.5300,0,0,0,0,0,1,0,農委會水土保持局,2015-08-20 10:00:00
swc020,九份二山,南投縣,國姓鄉,120.8462,23.9517,0,0,0,0,0,0,0,農委會水土保持局,2015-08-20 10:00:00
swc010,白布帆,苗栗縣,卓蘭鎮,120.8977,24.3000,0,0,0,0,0,36,0,農委會水土保持局,2015-08-20 10:00:00
C0R430,東港,屏東縣,東港鎮,120.4333,22.4667,0,0,0,0,0,2.5,0,局屬無人測站,2015-08-20 10:00:00
C0E730,頭份,苗栗縣,頭份鎮,120.9042,24.6900,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0D580,寶山,新竹縣,寶山鄉,121.0168,24.7367,0,0,0,0,0,26.5,0,局屬無人測站,2015-08-20 10:00:00
C0C640,龜山,桃園市,龜山區,121.3664,25.0331,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0C630,大溪,桃園市,大溪區,121.2569,24.8847,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0C650,平鎮,桃園市,平鎮區,121.2064,24.8994,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0D570,香山,新竹市,香山區,120.8973,24.7487,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
A1AD60,貓空,臺北市,文山區,121.5871,24.9707,0,0,0,0,0,0.5,0,臺北市大地工程處(文山貓空),2015-08-20 10:00:00
A1AC40,指南,臺北市,文山區,121.5721,24.9833,0,0,0,0,0,0,0,臺北市大地工程處(文山指南里),2015-08-20 10:00:00
A1AC70,挹翠,臺北市,信義區,121.5662,25.0189,0,0,0,0,0,0,0,臺北市大地工程處(信義挹翠山莊),2015-08-20 10:00:00
A1AD40,油坑,臺北市,北投區,121.5406,25.1821,0,0,0,0,0,0,0,臺北市大地工程處(北投小油坑),2015-08-20 10:00:00
A1AD20,竹湖,臺北市,北投區,121.5201,25.1701,0,0,0,0,0,0,0,臺北市大地工程處(北投竹子湖),2015-08-20 10:00:00
A1AD50,劍南,臺北市,中山區,121.5431,25.0917,0,0,0,0,0,0,0,臺北市大地工程處(中山劍南路),2015-08-20 10:00:00
A1AD80,貴子,臺北市,北投區,121.4816,25.1577,0,0,0,0,0,0,0,臺北市大地工程處(北投貴子坑),2015-08-20 10:00:00
A1AD10,擎天,臺北市,士林區,121.5598,25.1651,0,0,0,0,0.5,0.5,0.5,臺北市大地工程處(士林擎天崗),2015-08-20 10:00:00
A1AD00,菁山,臺北市,士林區,121.5578,25.1458,0,0,0,0,0,0,0,臺北市大地工程處(士林菁山里),2015-08-20 10:00:00
A1AC80,明德,臺北市,士林區,121.5575,25.1155,0,0,0,0,0,0,0,臺北市大地工程處(士林明德樂園),2015-08-20 10:00:00
A1AC90,溪山,臺北市,士林區,121.5807,25.1387,0,0,0,0,0,0,0,臺北市大地工程處(士林溪山里),2015-08-20 10:00:00
A1AD30,安泰,臺北市,內湖區,121.6049,25.0894,0,0,0,0,0,0,0,臺北市大地工程處(內湖安泰里),2015-08-20 10:00:00
A1AC60,九如,臺北市,南港區,121.6034,25.0343,0,0,0,0,0,0.5,0,臺北市大地工程處(南港九如里),2015-08-20 10:00:00
A1AD70,茶場,臺北市,南港區,121.6551,25.0302,0,0,0,0,0,0,0,臺北市大地工程處(南港茶製場),2015-08-20 10:00:00
A1AC50,舊莊,臺北市,南港區,121.6165,25.0358,0,0,0,0,0,0,0,臺北市大地工程處(南港舊莊里),2015-08-20 10:00:00
C0C520,中壢,桃園市,中壢區,121.1771,24.9695,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0C620,蘆竹,桃園市,蘆竹區,121.2575,25.0861,0,0,0.5,0.5,0.5,3.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0D550,雪霸,新竹縣,五峰鄉,121.1079,24.5287,0,0,0,0,0,4.5,0,局屬無人測站,2015-08-20 10:00:00
C0C670,龍潭,桃園市,龍潭區,121.2132,24.8718,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C0D540,橫山,新竹縣,橫山鄉,121.1172,24.7117,0,0,0,0,0.5,2,0.5,局屬無人測站,2015-08-20 10:00:00
C0C460,復興,桃園市,復興區,121.3441,24.8220,0,0,0,0,0.5,28.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0C590,觀音,桃園市,觀音區,121.1451,25.0289,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0D590,新豐,新竹縣,新豐鄉,120.9772,24.8706,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A560,福山,新北市,烏來區,121.4946,24.7783,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A990,大崙尾山,臺北市,內湖區,121.5656,25.1084,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0R370,佳樂水,屏東縣,滿州鄉,120.8367,21.9942,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0S760,紅石,臺東縣,海端鄉,121.1200,23.0714,0,0,0,0,0.5,14.5,0.5,局屬無人測站,2015-08-20 10:00:00
C1U501,牛鬥,宜蘭縣,大同鄉,121.5653,24.6394,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1A630,下盆,新北市,烏來區,121.5304,24.7726,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
L1A790,翡翠,新北市,新店區,121.5719,24.9089,0,0,0,0,0,0,0,翡翠水庫,2015-08-20 10:00:00
L1A820,十三股,新北市,石碇區,121.6414,24.9458,0,0,0,0,0,0,0,翡翠水庫,2015-08-20 10:00:00
L1A810,九芎根,新北市,石碇區,121.6417,24.9042,0,0,0,0,0,0,0,翡翠水庫,2015-08-20 10:00:00
L1A830,坪林,新北市,坪林區,121.7056,24.9386,0,0,0,0,0,0,0,翡翠水庫,2015-08-20 10:00:00
L1A800,碧湖,新北市,坪林區,121.7375,24.8944,0,0,0,0,1,1.5,1,翡翠水庫,2015-08-20 10:00:00
L1A840,太平,新北市,雙溪區,121.8200,24.9736,0,0,0,0.5,1,1,1,翡翠水庫,2015-08-20 10:00:00
21D350,西丘斯山,新竹縣,尖石鄉,121.3500,24.5833,0,0,0,0,0,0,0,石門水庫,2015-08-20 10:00:00
21D170,鎮西堡,新竹縣,尖石鄉,121.3000,24.5667,0,0,0,0,0,1,0,石門水庫,2015-08-20 10:00:00
21D160,白石,新竹縣,尖石鄉,121.2167,24.5500,0,0,0,0,0,1,0,石門水庫,2015-08-20 10:00:00
21C090,嘎拉賀,桃園市,復興鄉,121.4000,24.6333,0,0,0,0,0,0,0,石門水庫,2015-08-20 10:00:00
21U110,池端,宜蘭縣,大同鄉,121.4667,24.6333,0,0,0,0,0,0,0,石門水庫,2015-08-20 10:00:00
21C070,巴陵,桃園市,復興區,121.3833,24.6833,0,0,0,0,0,1,0,石門水庫,2015-08-20 10:00:00
21D150,玉峰,新竹縣,尖石鄉,121.3000,24.6667,0,0,0,0,0,0,0,石門水庫,2015-08-20 10:00:00
21C080,高義,桃園市,復興區,121.3500,24.7167,0,0,0,0,0,4,0,石門水庫,2015-08-20 10:00:00
21C140,霞雲,桃園市,復興區,121.3500,24.8000,0,0,0,0,0,25,0,石門水庫,2015-08-20 10:00:00
01A350,富貴角,新北市,石門區,121.5364,25.2900,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01AF90,三貂嶺,新北市,瑞芳區,121.8206,25.0592,0,0,0,1,1,1,1,十河局,2015-08-20 10:00:00
01AG00,社后橋,新北市,汐止區,121.6336,25.0630,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01AG10,熊空山,新北市,三峽區,121.4517,24.8753,0,0,0,0,0,39,0,十河局,2015-08-20 10:00:00
01A200,火燒寮,新北市,平溪區,121.7414,24.9828,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01A380,瑞芳,新北市,瑞芳區,121.7956,25.1128,0,0,0,0,1,1,1,十河局,2015-08-20 10:00:00
01A220,三峽,新北市,三峽區,121.3478,24.9403,0,0,0,0,0,3,0,十河局,2015-08-20 10:00:00
01A130,石碇,新北市,石碇區,121.6494,24.9936,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01A190,碧湖,新北市,坪林區,121.7372,24.8928,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01A420,竹子湖,臺北市,士林區,121.5336,25.1639,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01B030,五堵,基隆市,七堵區,121.6867,25.0808,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01A410,中正橋,臺北市,中正區,121.5097,25.0214,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01A170,坪林,新北市,坪林區,121.7070,24.9370,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01A440,大桶山,新北市,新店區,121.5664,24.8700,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01A430,福山,新北市,烏來區,121.4817,24.7789,0,0,0,0,0,0,0,十河局,2015-08-20 10:00:00
01A210,大豹,新北市,三峽區,121.4164,24.8861,0,0,0,0,0,27,0,十河局,2015-08-20 10:00:00
01C400,石門後池,桃園市,龍潭區,121.2361,24.8192,0,0,0,0,0,11,0,十河局,2015-08-20 10:00:00
A1AB80,雙溪,臺北市,士林區,121.5612,25.1154,0,0,0,0,0,0,0,臺北市水利處(雙溪淨水場),2015-08-20 10:00:00
A1AB70,奇岩,臺北市,北投區,121.4949,25.1257,0,0,0,0,0,0,0,臺北市水利處(奇岩抽水站),2015-08-20 10:00:00
A1AB60,福德,臺北市,士林區,121.5207,25.1012,0,0,0,0,0,0,0,臺北市水利處(福德抽水站),2015-08-20 10:00:00
A1AB50,建國,臺北市,中山區,121.5207,25.0740,0,0,0,0,0,0,0,臺北市水利處(建國抽水站),2015-08-20 10:00:00
A1AB40,玉成,臺北市,南港區,121.5743,25.0540,0,0,0,0,0,0,0,臺北市水利處(玉成抽水站),2015-08-20 10:00:00
A1AB30,中洲,臺北市,士林區,121.4665,25.1071,0,0,0,0,0,0,0,臺北市水利處(中洲抽水站),2015-08-20 10:00:00
A1AB20,雙園,臺北市,萬華區,121.4821,25.0321,0,0,0,0,0,0,0,臺北市水利處(雙園抽水站),2015-08-20 10:00:00
A1AB10,脾腹,臺北市,文山區,121.5371,24.9882,0,0,0,0,0,0,0,臺北市水利處(脾腹抽水站),2015-08-20 10:00:00
A1AB00,北政國中,臺北市,文山區,121.5693,24.9862,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1AA90,博嘉國小,臺北市,文山區,121.5671,25.0040,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1AA80,市政中心,臺北市,信義區,121.5482,25.0407,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1AA70,舊莊國小,臺北市,南港區,121.6112,25.0418,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1AA60,留公國中,臺北市,信義區,121.5774,25.0390,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1AA50,東湖國小,臺北市,內湖區,121.6068,25.0710,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1AA40,碧湖國小,臺北市,內湖區,121.5835,25.0865,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1AA30,至善國中,臺北市,士林區,121.5474,25.1051,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1AA20,平等國小,臺北市,士林區,121.5682,25.1310,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1AA10,格致國中,臺北市,士林區,121.5374,25.1332,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1AA00,三興國小,臺北市,信義區,121.5499,25.0310,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1A9Z0,中正國中,臺北市,中正區,121.5137,25.0335,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1A9Y0,民生國中,臺北市,松山區,121.5585,25.0615,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1A9X0,太平國小,臺北市,大同區,121.5035,25.0635,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1A9W0,陽明高中,臺北市,士林區,121.5085,25.0943,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1A9V0,北投國小,臺北市,北投區,121.4907,25.1357,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1A9U0,桃源國中,臺北市,北投區,121.4687,25.1362,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1A9T0,大屯國小,臺北市,北投區,121.4957,25.1568,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
A1A9S0,湖田國小,臺北市,北投區,121.5307,25.1704,0,0,0,0,0,0,0,臺北市水利處,2015-08-20 10:00:00
C0F9I0,神岡,臺中市,神岡區,120.6503,24.2742,0,0,0,0,0,3,0,局屬無人測站,2015-08-20 10:00:00
C0AC40,大屯山,臺北市,北投區,121.5142,25.1773,0,0,0,0,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0U770,南澳,宜蘭縣,南澳鄉,121.8020,24.4512,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0U760,東澳,宜蘭縣,南澳鄉,121.8249,24.5237,0,0,0.5,1,1,1,1,局屬無人測站,2015-08-20 10:00:00
C0T9D0,和中,花蓮縣,秀林鄉,121.7333,24.2681,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T9C0,富世,花蓮縣,秀林鄉,121.6219,24.1497,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T9F0,水璉,花蓮縣,壽豐鄉,121.5342,23.7989,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T9I0,豐濱,花蓮縣,豐濱鄉,121.5058,23.5803,0,0,0.5,0.5,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0T9H0,加路蘭山,花蓮縣,豐濱鄉,121.5189,23.6842,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T9E0,大坑,花蓮縣,壽豐鄉,121.5819,23.8806,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T9G0,鳳林山,花蓮縣,鳳林鎮,121.4214,23.7478,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1S820,金峰,臺東縣,金峰鄉,120.9252,22.5928,0,0,0,0,0,2,0,局屬無人測站,2015-08-20 10:00:00
C0S790,金崙,臺東縣,太麻里鄉,120.9589,22.5400,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0S840,南田,臺東縣,達仁鄉,120.8819,22.2919,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1S800,華源,臺東縣,太麻里鄉,121.0156,22.6597,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0U750,龜山島,宜蘭縣,頭城鎮,121.9531,24.8414,0,0,0,0,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C1M620,瑞里,嘉義縣,梅山鄉,120.6670,23.5469,0,0,0,0,0,16,0,局屬無人測站,2015-08-20 10:00:00
C1M610,石磐龍,嘉義縣,竹崎鄉,120.6550,23.4981,0,0,0,0,0,8.5,0,局屬無人測站,2015-08-20 10:00:00
C1M600,頭凍,嘉義縣,番路鄉,120.5953,23.4081,0,0,0,0,0,7,0,局屬無人測站,2015-08-20 10:00:00
C1I350,東埔,南投縣,信義鄉,120.9167,23.5581,0,0,0,0,0,3,0,局屬無人測站,2015-08-20 10:00:00
C1I340,新興橋,南投縣,信義鄉,120.8597,23.5658,0,0,0,0,0,8.5,0,局屬無人測站,2015-08-20 10:00:00
C1I330,楓樹林,南投縣,仁愛鄉,121.0681,23.9886,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C1I310,西巒,南投縣,信義鄉,120.8757,23.7563,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1I290,豐丘,南投縣,信義鄉,120.8789,23.6700,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C1I280,埔中,南投縣,名間鄉,120.6347,23.8225,0,0,0,0,0,12,0,局屬無人測站,2015-08-20 10:00:00
C1I270,水里,南投縣,水里鄉,120.8458,23.8339,0,0,0,0,0.5,8,0.5,局屬無人測站,2015-08-20 10:00:00
C1I260,北坑,南投縣,埔里鎮,120.9989,23.9264,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1I190,水長流,南投縣,國姓鄉,120.8525,24.0636,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1I250,埔里,南投縣,埔里鎮,120.9831,23.9639,0,0,0,0,0,2,0,局屬無人測站,2015-08-20 10:00:00
C1I240,外大坪,南投縣,埔里鎮,120.9097,23.9606,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1I220,樟湖,南投縣,國姓鄉,120.8392,23.9069,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C1I211,蘆竹湳,南投縣,中寮鄉,120.8039,23.9358,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1I201,中心崙,南投縣,竹山鎮,120.7042,23.7303,0,0,0,0,0,7,0,局屬無人測站,2015-08-20 10:00:00
C1F9H1,烏石坑,臺中市,和平區,120.9375,24.2808,0,0,0,0,0.5,24.5,0.5,局屬無人測站,2015-08-20 10:00:00
C1F9G1,慶福山,臺中市,東勢區,120.8397,24.1828,0,0,0,0,0,3.5,0,局屬無人測站,2015-08-20 10:00:00
C1E721,泰安,苗栗縣,泰安鄉,120.9594,24.4906,0,0,0,0,0,10,0,局屬無人測站,2015-08-20 10:00:00
C1E711,馬拉邦山,苗栗縣,大湖鄉,120.8933,24.3692,0,0,0,0,0,93,0,局屬無人測站,2015-08-20 10:00:00
C1E701,八卦,苗栗縣,泰安鄉,120.9194,24.4936,0,0,0,0,0,9.5,0,局屬無人測站,2015-08-20 10:00:00
C1E691,南湖,苗栗縣,大湖鄉,120.8294,24.4028,0,0,0,0,0,15.5,0,局屬無人測站,2015-08-20 10:00:00
C1E681,南勢山,苗栗縣,泰安鄉,120.9156,24.4236,0,0,0,0,0,17.5,0,局屬無人測站,2015-08-20 10:00:00
C1F9F1,伯公龍,臺中市,東勢區,120.8411,24.2742,0,0,0,0,0,44,0,局屬無人測站,2015-08-20 10:00:00
C1F9E1,龍安,臺中市,新社區,120.8239,24.1619,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C1F9D1,白毛台,臺中市,新社區,120.8789,24.1600,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C1F9C1,白冷,臺中市,和平區,120.9217,24.1844,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1F9B1,桐林,臺中市,霧峰區,120.7272,24.0681,0,0,0,0,0,12,0,局屬無人測站,2015-08-20 10:00:00
C0F9A0,中竹林,臺中市,太平區,120.7433,24.1056,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C1E670,南礦,苗栗縣,南庄鄉,120.9947,24.5403,0,0,0,0,0,8.5,0,局屬無人測站,2015-08-20 10:00:00
