SiteId,SiteName,County,Township,TWD67Lon,TWD67Lat,Rainfall10min,Rainfall1hr,Rainfall3hr,Rainfall6hr,Rainfall12hr,Rainfall24hr,Now,Unit,PublishTime
C0T9B0,水源,花蓮縣,秀林鄉,121.5292,23.9936,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T9A0,月眉山,花蓮縣,壽豐鄉,121.5403,23.8258,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T790,大禹嶺,花蓮縣,秀林鄉,121.3078,24.1879,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1A9N0,四十份,新北市,新店區,121.5850,24.9358,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0AC60,三峽,新北市,三峽區,121.3615,24.9408,0,0,0,0,0,4.5,0,局屬無人測站,2015-08-20 10:00:00
C0AH00,汐止,新北市,汐止區,121.6506,25.0687,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A550,泰平,新北市,雙溪區,121.8153,24.9731,0,0,0,0.5,1,1,1,局屬無人測站,2015-08-20 10:00:00
C0A540,四堵,新北市,坪林區,121.7375,24.8944,0,0,0,0,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0A530,坪林,新北市,坪林區,121.7015,24.9400,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1R290,石門山,屏東縣,牡丹鄉,120.7417,22.1167,0,0,0,0,0,25,0,局屬無人測站,2015-08-20 10:00:00
C0R420,牡丹池山,屏東縣,牡丹鄉,120.8325,22.1696,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A9I1,三重,新北市,三重區,121.4813,25.0585,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0AC70,信義,臺北市,信義區,121.5564,25.0396,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A9G0,南港,臺北市,南港區,121.5947,25.0575,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A9F0,內湖,臺北市,內湖區,121.5672,25.0812,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A9E0,士林,臺北市,士林區,121.4948,25.0920,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A9C0,天母,臺北市,士林區,121.5289,25.1193,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A9B0,石牌,臺北市,北投區,121.5059,25.1176,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A9A0,大直,臺北市,中山區,121.5347,25.0797,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A980,社子,臺北市,士林區,121.4614,25.1114,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0R400,楓港,屏東縣,枋山鄉,120.6847,22.1917,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0R380,枋寮,屏東縣,枋寮鄉,120.5816,22.3712,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C0R270,琉球嶼,屏東縣,琉球鄉,120.3542,22.3340,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0R350,貓鼻頭,屏東縣,恆春鎮,120.7281,21.9244,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C1R340,牡丹,屏東縣,牡丹鄉,120.8297,22.1942,0,0,0,0,0,27.5,0,局屬無人測站,2015-08-20 10:00:00
C1R330,枋山,屏東縣,枋山鄉,120.6531,22.2486,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C1R320,車城,屏東縣,車城鄉,120.7081,22.0758,0,0,0,0,0,5.5,0,局屬無人測站,2015-08-20 10:00:00
C1S880,壽卡,臺東縣,達仁鄉,120.8509,22.2406,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1R300,旭海,屏東縣,牡丹鄉,120.8786,22.1978,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0R280,檳榔,屏東縣,滿州鄉,120.8283,22.0706,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1R250,力里,屏東縣,春日鄉,120.6212,22.4298,0,0,0,0,0,33.5,0,局屬無人測站,2015-08-20 10:00:00
C0Z070,舞鶴,花蓮縣,瑞穗鄉,121.3658,23.4697,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0S770,大溪山,臺東縣,太麻里鄉,120.9353,22.4800,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0Z061,玉里,花蓮縣,玉里鎮,121.3316,23.3233,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0Z050,佳心,花蓮縣,卓溪鄉,121.2050,23.3469,0,0,0,0,0,2,0,局屬無人測站,2015-08-20 10:00:00
C0S750,向陽,臺東縣,海端鄉,120.9781,23.2500,0,0,0,0,0,13,0,局屬無人測站,2015-08-20 10:00:00
C0S740,池上,臺東縣,池上鄉,121.2017,23.1214,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0S730,綠島,臺東縣,綠島鄉,121.4753,22.6539,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T9M0,靜浦,花蓮縣,豐濱鄉,121.4867,23.4569,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0S710,鹿野,臺東縣,鹿野鄉,121.1147,22.9186,0,0,0,0,0,8,0,局屬無人測站,2015-08-20 10:00:00
C0S700,知本,臺東縣,卑南鄉,120.9976,22.6867,0,0,0,0,0,2,0,局屬無人測站,2015-08-20 10:00:00
C0S690,太麻里,臺東縣,太麻里鄉,120.9858,22.6103,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1S670,摩天,臺東縣,海端鄉,121.0192,23.2011,0,0,0,0,0,3.5,0,局屬無人測站,2015-08-20 10:00:00
C1Z040,立山,花蓮縣,卓溪鄉,121.3192,23.4450,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C1Z030,紅葉,花蓮縣,萬榮鄉,121.3306,23.4950,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0Z020,明里,花蓮縣,富里鄉,121.2542,23.2106,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1Z010,卓樂,花蓮縣,卓溪鄉,121.2636,23.2989,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T990,高寮,花蓮縣,玉里鎮,121.3486,23.3961,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1S660,下馬,臺東縣,海端鄉,121.0622,23.1522,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C0S830,長濱,臺東縣,長濱鄉,121.4039,23.2886,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0S810,東河,臺東縣,東河鄉,121.2983,22.9736,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1S630,都蘭,臺東縣,東河鄉,121.2208,22.8797,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1S620,土阪,臺東縣,達仁鄉,120.8794,22.4547,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T960,光復,花蓮縣,光復鄉,121.4168,23.6625,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T870,鯉魚潭,花蓮縣,壽豐鄉,121.5008,23.9374,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T841,新城,花蓮縣,新城鄉,121.6013,24.0397,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T820,天祥,花蓮縣,秀林鄉,121.4875,24.1814,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T890,壽豐,花蓮縣,壽豐鄉,121.4997,23.8711,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T830,布洛灣,花蓮縣,秀林鄉,121.5797,24.1736,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T930,鳳林,花蓮縣,鳳林鎮,121.4375,23.7453,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T970,大農,花蓮縣,光復鄉,121.4052,23.6170,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T950,太安,花蓮縣,萬榮鄉,121.3619,23.6686,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T940,大觀,花蓮縣,萬榮鄉,121.3650,23.7161,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0T900,西林,花蓮縣,萬榮鄉,121.4332,23.8137,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T920,中興,花蓮縣,壽豐鄉,121.4905,23.7713,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T860,銅門,花蓮縣,秀林鄉,121.4845,23.9678,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T980,龍澗,花蓮縣,秀林鄉,121.4033,24.0250,0,0,0,0,0.5,1,0,局屬無人測站,2015-08-20 10:00:00
C1T850,吉安,花蓮縣,吉安鄉,121.5547,23.9753,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T800,洛韶,花蓮縣,秀林鄉,121.4458,24.2064,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1T810,慈恩,花蓮縣,秀林鄉,121.3803,24.1939,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0U730,思源,宜蘭縣,大同鄉,121.3486,24.3989,0,0,0,0,0.5,4.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0U710,太平山,宜蘭縣,大同鄉,121.5175,24.5072,0,0,0,0,0,11,0,局屬無人測站,2015-08-20 10:00:00
C0U650,玉蘭,宜蘭縣,大同鄉,121.5789,24.6772,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0U640,羅東,宜蘭縣,羅東鎮,121.7406,24.6850,0,0,0,2,2,2,2,局屬無人測站,2015-08-20 10:00:00
C0U600,礁溪,宜蘭縣,礁溪鄉,121.7574,24.8193,0,0,0,0,1,4,1,局屬無人測站,2015-08-20 10:00:00
C0U520,雙連埤,宜蘭縣,員山鄉,121.6331,24.7547,0,0,0,1,1,1,1,局屬無人測站,2015-08-20 10:00:00
C1U511,古魯,宜蘭縣,大同鄉,121.6633,24.5733,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C1U670,寒溪,宜蘭縣,冬山鄉,121.7083,24.6361,0,0,0,0.5,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C1U580,北關,宜蘭縣,頭城鎮,121.8653,24.9092,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1U630,再連,宜蘭縣,員山鄉,121.6711,24.7169,0,0,0,1,1,1,1,局屬無人測站,2015-08-20 10:00:00
C1U610,大礁溪,宜蘭縣,礁溪鄉,121.6700,24.7878,0,0,0,0.5,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0U620,壯圍,宜蘭縣,壯圍鄉,121.7814,24.7456,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1U660,三星,宜蘭縣,三星鄉,121.6461,24.6725,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0U680,冬山,宜蘭縣,冬山鄉,121.7853,24.6342,0,0,0.5,2,2,2,2,局屬無人測站,2015-08-20 10:00:00
C1U690,新寮,宜蘭縣,冬山鄉,121.7431,24.6275,0,0,0,1,1,2,1,局屬無人測站,2015-08-20 10:00:00
C1U720,南山,宜蘭縣,大同鄉,121.3733,24.4392,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A940,金山,新北市,金山區,121.6356,25.2253,0,0,0,0,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0A930,三和,新北市,金山區,121.5870,25.2349,0,0,0,0,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0A890,雙溪,新北市,雙溪區,121.8561,25.0379,0,0,0,0.5,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0A880,福隆,新北市,貢寮區,121.9342,25.0192,0,0,0,0.5,1,1,1,局屬無人測站,2015-08-20 10:00:00
C0A870,五指山,新北市,汐止區,121.6003,25.1339,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0A860,大坪,新北市,萬里區,121.6248,25.1677,0,0,0,0,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0A950,鼻頭角,新北市,瑞芳區,121.9153,25.1308,0,0,0.5,0.5,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0A920,富貴角,新北市,石門區,121.5573,25.2656,0,0,0,0.5,0.5,0.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0X080,佳里,臺南市,佳里區,120.1367,23.1750,0,0,0,0,0,8,0,局屬無人測站,2015-08-20 10:00:00
C0K291,宜梧,雲林縣,口湖鄉,120.1610,23.5374,0,0,0,0,0,2,0,局屬無人測站,2015-08-20 10:00:00
C0K280,四湖,雲林縣,四湖鄉,120.2172,23.6311,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C0K330,虎尾,雲林縣,虎尾鎮,120.4325,23.7214,0,0,0,0,0,34,0,局屬無人測站,2015-08-20 10:00:00
C0M530,奮起湖,嘉義縣,竹崎鄉,120.6911,23.4958,0,0,0,0,0,15,0,局屬無人測站,2015-08-20 10:00:00
C1I140,卡奈托灣,南投縣,信義鄉,121.0797,23.7561,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1I150,青雲,南投縣,信義鄉,120.9411,23.8008,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1I170,集集,南投縣,集集鎮,120.7669,23.8283,0,0,0,0,0,11.5,0,局屬無人測站,2015-08-20 10:00:00
C1I160,龍神橋,南投縣,水里鄉,120.8636,23.7817,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1V460,楠溪,高雄市,桃源區,120.8844,23.4381,0,0,0,0,0,11,0,局屬無人測站,2015-08-20 10:00:00
C1M570,大湖,嘉義縣,番路鄉,120.6125,23.4767,0,0,0,0.5,0.5,5.5,0.5,局屬無人測站,2015-08-20 10:00:00
C1M480,樟腦寮,嘉義縣,竹崎鄉,120.5994,23.5386,0,0,0,0,0,3.5,0,局屬無人測站,2015-08-20 10:00:00
C0X050,東河,臺南市,東山區,120.3772,23.2986,0,0,0,0,0,10,0,局屬無人測站,2015-08-20 10:00:00
C0M520,東後寮,嘉義縣,義竹鄉,120.2399,23.3716,0,0,0,0,0,6,0,局屬無人測站,2015-08-20 10:00:00
C0X060,下營,臺南市,下營區,120.2481,23.2269,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0X029,北門,臺南市,北門區,120.1174,23.2695,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1K250,崙背,雲林縣,崙背鄉,120.3108,23.7575,0,0,0,0,0,3.5,0,局屬無人測站,2015-08-20 10:00:00
C1X040,東原,臺南市,東山區,120.4553,23.2931,0,0,0,0,0,68,0,局屬無人測站,2015-08-20 10:00:00
C0I010,廬山,南投縣,仁愛鄉,121.1733,24.0350,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C0H990,昆陽,南投縣,仁愛鄉,121.2654,24.1231,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1I050,丹大,南投縣,信義鄉,121.1328,23.7556,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1I060,望鄉,南投縣,信義鄉,120.9201,23.6209,0,0,0,0,0.5,2,0.5,局屬無人測站,2015-08-20 10:00:00
C1I080,信義,南投縣,信義鄉,120.8428,23.6914,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C1I070,和社,南投縣,信義鄉,120.8808,23.5925,0,0,0,0,0.5,21.5,0.5,局屬無人測站,2015-08-20 10:00:00
C1I020,萬大,南投縣,仁愛鄉,121.1240,23.9816,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C1H000,翠峰,南投縣,仁愛鄉,121.1970,24.1112,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1I040,文文社,南投縣,仁愛鄉,120.9853,23.8511,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C1I030,武界,南投縣,仁愛鄉,121.0442,23.9147,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0G650,員林,彰化縣,員林鎮,120.5775,23.9483,0,0,0,0,0,40,0,局屬無人測站,2015-08-20 10:00:00
C0G640,鹿港,彰化縣,鹿港鎮,120.4222,24.0769,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0I090,鳳凰,南投縣,鹿谷鄉,120.7792,23.7297,0,0,0,0,0,11,0,局屬無人測站,2015-08-20 10:00:00
C0K240,草嶺,雲林縣,古坑鄉,120.6933,23.5956,0,0,0,0,0.5,23.5,0,局屬無人測站,2015-08-20 10:00:00
C0I110,竹山,南投縣,竹山鎮,120.6778,23.7647,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C0F000,大肚,臺中市,大肚區,120.5640,24.1547,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0G660,溪湖,彰化縣,溪湖鎮,120.4711,23.9518,0,0,0,0,0,4.5,0,局屬無人測站,2015-08-20 10:00:00
C1G631,彰化,彰化縣,彰化市,120.5469,24.0806,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0F9X0,橫山,臺中市,大雅區,120.6245,24.2153,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1G690,下水埔,彰化縣,溪州鄉,120.5594,23.8178,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C1I101,溪頭,南投縣,鹿谷鄉,120.7992,23.6631,0,0,0,0,0,13,0,局屬無人測站,2015-08-20 10:00:00
C1I131,桶頭,南投縣,竹山鎮,120.6456,23.6442,0,0,0,0,0,48.5,0,局屬無人測站,2015-08-20 10:00:00
C0H9A0,神木村,南投縣,信義鄉,120.8347,23.5361,0,0,0,0,0.5,1.5,0,局屬無人測站,2015-08-20 10:00:00
C0H960,草屯,南投縣,草屯鎮,120.6722,23.9754,0,0,0,0,0,3,0,局屬無人測站,2015-08-20 10:00:00
C1H971,六分寮,南投縣,南投市,120.6302,23.9266,0,0,0,0,0,15,0,局屬無人測站,2015-08-20 10:00:00
C0G620,芬園,彰化縣,芬園鄉,120.6131,24.0172,0,0,0,0,0,8.5,0,局屬無人測站,2015-08-20 10:00:00
C0F970,大坑,臺中市,北屯區,120.7141,24.1749,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C1H860,瑞岩,南投縣,仁愛鄉,121.1750,24.1256,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0H950,中寮,南投縣,中寮鄉,120.7585,23.8863,0,0,0,0,0,12,0,局屬無人測站,2015-08-20 10:00:00
C1H910,魚池,南投縣,魚池鄉,120.9206,23.9028,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C1H930,北山,南投縣,國姓鄉,120.8664,23.9872,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1H890,大肚城,南投縣,埔里鎮,120.9442,23.9722,0,0,0,0,0,5.5,0,局屬無人測站,2015-08-20 10:00:00
C1H941,雙冬,南投縣,草屯鎮,120.7942,23.9692,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1H920,長福,南投縣,國姓鄉,120.8717,24.1039,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1H900,清流,南投縣,仁愛鄉,120.9547,24.0828,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1H880,凌霄,南投縣,埔里鎮,121.0066,24.0186,0,0.5,0.5,0.5,0.5,1,0.5,局屬無人測站,2015-08-20 10:00:00
C0R220,潮州,屏東縣,潮州鎮,120.5320,22.5361,0,0,0,0,0,39.5,0,局屬無人測站,2015-08-20 10:00:00
C0V250,甲仙,高雄市,甲仙區,120.5825,23.0817,0,0,0,0,0.5,1.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0R150,三地門,屏東縣,內埔鄉,120.6319,22.7117,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C0R100,尾寮山,屏東縣,三地門鄉,120.6758,22.8349,0,0,0,0,0,4.5,0,局屬無人測站,2015-08-20 10:00:00
C0V310,美濃,高雄市,美濃區,120.5111,22.9006,0,0,0,0,0,43.5,0,局屬無人測站,2015-08-20 10:00:00
C0V370,古亭坑,高雄市,田寮區,120.3939,22.8950,0,0,0,0,0,9,0,局屬無人測站,2015-08-20 10:00:00
C1V160,民生,高雄市,那瑪夏區,120.6972,23.2817,0,0,0,0,0,2,0,局屬無人測站,2015-08-20 10:00:00
C1I440,新高口,南投縣,信義鄉,120.8707,23.4805,0,0,0,0,0,5,0,局屬無人測站,2015-08-20 10:00:00
C1V170,排雲,高雄市,桃源區,120.9460,23.4651,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C1V190,南天池,高雄市,桃源區,120.9036,23.2758,0,0,0,0,0,7.5,0,局屬無人測站,2015-08-20 10:00:00
C1V200,梅山,高雄市,桃源區,120.8154,23.2703,0,0,0,0,0,3,0,局屬無人測站,2015-08-20 10:00:00
C1R201,龍泉,屏東縣,內埔鄉,120.5925,22.6683,0,0,0,0,0,11.5,0,局屬無人測站,2015-08-20 10:00:00
C1V220,小關山,高雄市,桃源區,120.8053,23.1558,0,0,0,0,0,2.5,0,局屬無人測站,2015-08-20 10:00:00
C1V230,高中,高雄市,桃源區,120.7086,23.1366,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C1N001,沙崙,臺南市,歸仁區,120.3013,22.9373,0,0,0,0,0,11.5,0,局屬無人測站,2015-08-20 10:00:00
C1R110,口社,屏東縣,三地門鄉,120.6372,22.7719,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C1V340,大津,高雄市,六龜區,120.6381,22.8900,0,0,0,0,0,4.5,0,局屬無人測站,2015-08-20 10:00:00
C1V300,御油山,高雄市,桃源區,120.7069,23.0039,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C0R590,里港,屏東縣,里港鄉,120.4865,22.7810,0,0,0,0,0,113,0,局屬無人測站,2015-08-20 10:00:00
C1V390,尖山,高雄市,燕巢區,120.3597,22.8150,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1R120,上德文,屏東縣,三地門鄉,120.6964,22.7650,0,0,0,0,0,4,0,局屬無人測站,2015-08-20 10:00:00
C0O930,玉井,臺南市,玉井區,120.4525,23.1278,0,0,0,0,0,30,0,局屬無人測站,2015-08-20 10:00:00
C0O810,曾文,臺南市,楠西區,120.4892,23.2215,0,0,0,0,0,3,0,局屬無人測站,2015-08-20 10:00:00
C0O900,善化,臺南市,善化區,120.2894,23.1144,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C0V150,表湖,高雄市,那瑪夏區,120.6561,23.2619,0,0,0,0,0,4,0,局屬無人測站,2015-08-20 10:00:00
C0M410,馬頭山,嘉義縣,大埔鄉,120.5736,23.3264,0,0,0,0.5,0.5,30,0.5,局屬無人測站,2015-08-20 10:00:00
C1M390,龍美,嘉義縣,番路鄉,120.6458,23.4078,0,0,0,0,0,2,0,局屬無人測站,2015-08-20 10:00:00
C1O920,楠西,臺南市,楠西區,120.4766,23.1841,0,0,0,0,0,6.5,0,局屬無人測站,2015-08-20 10:00:00
C1O880,關山,臺南市,南化區,120.5858,23.1750,0,0,0,0,0,8,0,局屬無人測站,2015-08-20 10:00:00
C1M400,菜瓜坪,嘉義縣,大埔鄉,120.5683,23.2536,0,0,0,0,0,0.5,0,局屬無人測站,2015-08-20 10:00:00
C1O870,大棟山,臺南市,白河區,120.5142,23.3133,0,0,0,0,0,68,0,局屬無人測站,2015-08-20 10:00:00
C1O850,環湖,臺南市,大內區,120.4103,23.1500,0,0,0,0,0,34.5,0,局屬無人測站,2015-08-20 10:00:00
C0H9C0,合歡山,南投縣,仁愛鄉,121.2641,24.1448,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0F860,梨山,臺中市,和平區,121.2377,24.2450,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C0F900,雙崎,臺中市,和平區,120.8964,24.2903,0,0,0,0,0,40,0,局屬無人測站,2015-08-20 10:00:00
C1H9B1,阿眉,南投縣,仁愛鄉,120.9861,24.1278,0,0,0,0,0,1,0,局屬無人測站,2015-08-20 10:00:00
C1F871,上谷關,臺中市,和平區,121.0105,24.2034,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1F891,稍來,臺中市,和平區,120.9931,24.2675,0,0,0,0,0,1.5,0,局屬無人測站,2015-08-20 10:00:00
C1F911,新伯公,臺中市,東勢區,120.8328,24.2233,0,0,0,0,0,19,0,局屬無人測站,2015-08-20 10:00:00
C0F920,石岡,臺中市,石岡區,120.7621,24.2819,0,0,0,0.5,0.5,11.5,0.5,局屬無人測站,2015-08-20 10:00:00
C0F850,東勢,臺中市,東勢區,120.8249,24.2482,0,0,0,0,0,16.5,0,局屬無人測站,2015-08-20 10:00:00
C0F930,大甲,臺中市,大甲區,120.6324,24.3499,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1E461,松安,苗栗縣,泰安鄉,120.9778,24.3994,0,0,0,0,0,46,0,局屬無人測站,2015-08-20 10:00:00
C1E511,新開,苗栗縣,大湖鄉,120.8189,24.3494,0,0,0,0.5,0.5,39.5,0.5,局屬無人測站,2015-08-20 10:00:00
C1E451,象鼻,苗栗縣,泰安鄉,120.9322,24.3703,0,0,0,0,0,62.5,0,局屬無人測站,2015-08-20 10:00:00
C1F941,雪嶺,臺中市,和平區,121.0186,24.2825,0,0,0,0,0,6.5,0,局屬無人測站,2015-08-20 10:00:00
C0E530,三義,苗栗縣,三義鄉,120.7578,24.4128,0,0,0,0,0,6,0,局屬無人測站,2015-08-20 10:00:00
C0E610,馬都安,苗栗縣,泰安鄉,120.9219,24.4531,0,0,0,0,0,3.5,0,局屬無人測站,2015-08-20 10:00:00
C0D360,梅花,新竹縣,尖石鄉,121.2004,24.6801,0,0,0,0,0.5,1,0.5,局屬無人測站,2015-08-20 10:00:00
C0E430,南庄,苗栗縣,南庄鄉,120.9921,24.6032,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0E420,竹南,苗栗縣,竹南鎮,120.8808,24.7108,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0D480,打鐵坑,新竹縣,新埔鎮,121.1426,24.8518,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C1E601,南勢,苗栗縣,後龍鎮,120.7264,24.5744,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0E590,通霄,苗栗縣,通霄鎮,120.6964,24.4736,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0E550,明德,苗栗縣,頭屋鄉,120.8772,24.5853,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
C0E540,後龍,苗栗縣,後龍鎮,120.7756,24.6081,0,0,0,0,0,0,0,局屬無人測站,2015-08-20 10:00:00
