id,行業別,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
525,機械器具批發,2783279,2932208,2590299,2499005,2852155,2736165,2802038,2853854,3051445,3671078,3827717,3088856,3884115,3399548,2750979,3040108,3690177
526,汽機車、自行車及其零件、配備批發,6563284,6963730,8125790,9247356,9510992,10021688,12554069,13649127,13676054,13413777,11791512,10983631,11709180,11818704,12398914,13446414,16198613
527,首飾及貴金屬批發,717072,753970,857716,1181880,1492894,1586689,1767498,1958781,1889772,1687600,1625358,1695982,1973808,1621345,1695938,1851625,1241790
528,攝影器材批發,3400820,4495216,3998198,3412312,3303689,3389997,3202305,3257524,3942379,3794891,3777146,3633490,3233960,2859174,2627944,2568525,2228086
529,其他批發,27238505,30127492,29548486,29799131,30291597,30434270,33128454,34207723,33917852,32810409,33996485,32867625,32759351,31924220,34369723,35033286,39055863
52,批發業合計,84541420,99919126,102384524,103332337,103714986,103910214,109448427,113028213,114051797,112040817,105713642,101920489,101629154,93939924,98673166,99360736,104227011
531,綜合商品零售,2342972678,2590873309,2899383346,3038891550,3256265447,3503806207,3731597495,3921679723,3994365684,4028523969,3824039813,3586893929,3516895414,3386615354,3342198069,3292869336,3250250556
532,農、畜、水產品零售,93422167,108141367,122436144,127905428,128329166,138017572,144200324,149162947,141110069,137860919,134170122,130049150,132434456,134059026,135056649,140905791,140551237
533,食品什貨零售,268639023,274354181,279714131,285914352,286328359,293292891,299717609,305281424,305898433,307380471,292749594,278112611,279915274,272678339,262769539,256513189,251389974
534,布疋、衣著、服飾品零售,209369653,202870304,200447413,203008127,200008533,204580623,207468274,212768621,223018369,219073732,202919842,186922179,183924239,178600139,171886696,164883181,156883501
535,家具及室內裝設品零售,18862447,17910207,16223896,16023889,16791998,17511002,17760691,17043071,24522362,26494032,24406930,23984720,23804960,25087794,24931744,23213314,22551723
536,五金及家庭日常用品零售,28659852,30548837,34473473,33747420,39573010,42532419,49448310,56374890,57087410,57196318,54138080,50861691,55472833,55763706,55461452,55083462,55905834
537,化學製品零售,5691624,7616408,5902645,5842965,6436532,7517587,9156006,8749549,9053863,9904866,8744644,5700287,2191017,2103461,1909185,1739983,1834530
538,藥品、化妝品零售,10446428,10636746,11884423,14071381,13988420,14834744,16478132,19741056,22784061,25524570,26612163,27565640,31504383,34529150,37519155,38201119,38106926
53,零售業合計,2978063872,3242951359,3570465471,3725405113,3947721465,4222093045,4475826841,4690801281,4777840251,4811958877,4567781188,4290090207,4226142576,4089436969,4031732489,3973409375,3917474281
541,文教、育樂用品零售,62163313,61102293,65392682,69596497,71468149,73037202,74664745,84240499,80954352,75028539,70075159,64464760,62487063,58744036,58705838,57125779,55631369
542,鐘錶、眼鏡零售,22154739,21686791,23594133,25167521,25713769,27096286,28719886,30932999,31549661,31961989,31218163,30418058,29889421,29337966,28102406,26840128,25999230
543,建材零售,2659442,2654120,3005019,2956389,2795130,3061690,3705133,4619785,3992393,3292881,2794769,2242542,2874240,3552532,3498260,3510945,3571001
544,燃料零售,18443644,21251655,28202012,39733988,45239156,57146930,67628098,68006001,66564479,64081112,62363474,56306570,56973163,57140418,54542418,51303156,48310669
545,機械器具零售,16715101,16931239,17139030,15397886,14611262,15151201,17458671,17176692,16128665,15745600,15952290,16099467,17155019,15604905,13940502,13157399,12725561
546,汽機車、自行車及其零件、配備零售,40115439,35776649,36567084,36042731,37098187,39395835,41700560,45785160,45539130,44593886,43220713,39670307,43173358,46674058,47449629,47684171,47840146
547,首飾及貴金屬零售,11148868,10430367,10891116,10739665,10892848,11011515,10920985,11653481,11647490,11152902,10517254,9497475,9327985,8996780,8361863,9427475,9509376
548,攝影器材零售,8500838,8111629,7645703,7999243,8626364,8655871,8025946,7539778,7537581,7181653,6068815,5361247,4695659,4429354,3895457,3372933,2953190
54,零售業合計,181901384,177944743,192436779,207633920,216444865,234556530,252824024,269954395,263913751,253038562,242210637,224060426,226575908,224480049,218496373,212421986,206540542
551,中古商品零售,1374318,1409964,1298765,1084464,1149181,1052437,884654,917008,939362,1028460,1033643,1055311,1334899,1410814,1234287,1318571,1390981
559,其他零售,162826630,162793968,169594643,169439762,187671504,189530119,195120309,194485426,192968959,191965394,188590334,175505454,175573654,170456288,172737033,178892379,174966853
55,零售業合計,164200948,164203932,170893408,170524226,188820685,190582556,196004963,195402434,193908321,192993854,189623977,176560765,176908553,171867102,173971320,180210950,176357834
56,國際貿易業,183092454,184284584,187106915,180052287,225146696,182101845,176975576,177253633,174224064,168824970,163342955,155187744,149483782,145281238,140173503,137886954,134422576
571,餐館業,698312102,708723030,752210485,779423187,782950187,797269897,822478367,867513744,883950123,886268992,865118204,857916454,892049841,913487016,931322410,953466936,972708792
572,茶館及飲料店業,66089532,68257294,66701795,70953863,77136535,81075134,82455059,85136991,84949487,81298921,72458965,68927110,68252781,68189165,68435807,70976672,73769685
579,其他餐飲業,144237719,162633205,172187450,184079292,183838250,194747846,212515511,235302099,239111788,239498583,235755562,228764290,225073041,227779071,224209398,220716848,215117464
57,餐飲業合計,908639353,939613529,991099730,1034456342,1043924972,1073092877,1117448937,1187952834,1208011398,1207066496,1173332731,1155607854,1185375663,1209455252,1223967615,1245160456,1261595941
F.,批發、零售及餐飲業合計,4949007374,5326235418,5808833364,6045259767,6407122986,6701427060,7053254648,7404398137,7504890200,7509341221,7193164243,6856443959,6815984855,6670944743,6596318588,6565534392,6501001264
611,陸上運輸業,543711806,636285319,775962011,797449905,852886405,879133511,926393502,910766914,1069271749,1351747947,1712445221,1740140010,1826119970,1874982805,1914552670,1979460008,2039967387
612,水上運輸業,15347480,18567038,19715079,18896265,19274688,20710444,21468586,22236378,22190913,22755988,21154249,18550540,19369443,19450086,19896562,19852345,21147272
613,航空運輸業,231489010,221407551,292087158,299698864,321152827,337179129,363873433,402151177,399516312,382638290,369897329,357214405,376015894,380489840,387229126,398346233,410496098
614,儲配運輸物流業,20814377,21380162,26425050,28841660,35242057,38968036,38516869,41436018,47819429,53619583,51158337,50287805,56671824,59758147,61029963,68732337,72154219
615,運輸服務業,23108652,37078038,51441104,58648207,65877647,63010183,62299782,77551750,96973493,121102423,116967254,117637825,122374406,118846003,115473768,120961346,122654248
616,運輸服務業,20027247,20105981,21296544,22104679,23803020,25150109,24705179,25093023,26256252,25190895,29975179,40191597,40909227,40350423,38901352,37412564,36754511
61,運輸業合計,854498572,954824089,1186926946,1225639580,1318236644,1364151412,1437257351,1479235260,1662028148,1957055126,2301597569,2324022182,2441460764,2493877304,2537083441,2624764833,2703173735
62,倉儲業,510736609,552669940,588531219,586210036,615084387,639201699,656550424,679786887,711307637,711912114,702971170,678606534,701866505,716899338,739767671,769454391,790980669
631,郵政業,64336194,63337673,66742958,67058125,75545954,76445726,76988457,80602809,82422892,82328288,82889742,79666727,76746677,74449601,73390991,71526222,70696498
632,電信業,904072074,971872511,1051104751,1134738924,1230768071,1245984327,1268794937,1332148398,1355963711,1379970268,1365309643,1348675364,1337346497,1337626074,1352000734,1371128537,1349348086
63,通信業合計,968408268,1035210184,1117847709,1201797049,1306314025,1322430053,1345783394,1412751207,1438386603,1462298556,1448199385,1428342091,1414093174,1412075675,1425391725,1442654759,1420044584
G.,運輸、倉儲及通信業合計,2333643449,2542704213,2893305874,3013646665,3239635057,3325783164,3439591169,3571773354,3811722388,4131265796,4452768124,4430970807,4557420443,4622852317,4702242837,4836873983,4914198988
651,銀行業,444328739,456205329,474317874,473369520,491374415,502155680,510616019,521984758,541305078,539526765,538158717,527245381,520986380,509864862,516245417,515216187,493085691
652,信用合作社業,47355304,45564144,45800441,44446683,44159448,46347162,45467821,45235130,43690401,43089527,40663759,38439078,36427689,34309998,33340862,30262031,27256132
653,農會、漁會信用業,47249259,50168458,50208084,49319120,49542074,50861254,50881668,51094312,49857331,48097148,49667106,49557151,48664598,45537840,44859940,43429684,42938597
654,信託投資業,33884380,33594036,34970927,34666543,34775813,35493066,35155745,34625687,35393556,34750817,32203518,32765448,33276072,32269571,31874122,31384876,27656277
655,郵政儲金匯兌業,11806722,12448569,14817608,17817995,18604082,18445380,17989562,18288114,19744074,18407562,18636501,17920300,16605567,17371203,17358194,17172066,16777343
659,其他金融及其輔助業,18726293,19317506,19253288,19647087,19739447,20774013,22859820,50372385,58851904,67083187,68759858,67839992,69041967,70638404,70389816,70043413,70862666
65,金融及其輔助業合計,603350697,617298042,639368222,639266946,658195278,674076555,682970635,721600386,748842344,750955006,748089459,733767350,725002273,709991878,714068351,707508257,678576706
661,證券業,140039591,141657016,139596527,130737763,126866604,127488911,125972157,122949204,121166456,117250529,105585137,104362349,103855769,99211170,92678486,88708025,82630609
662,期貨業,503360,736080,848053,853987,1017694,1246897,1400924,1482073,1579492,1493928,1487323,1643455,1844294,1900327,1556713,1395492,919368
66,證券及期貨業合計,140542951,142393096,140444580,131591750,127884298,128735808,127373081,124431277,122745948,118744457,107072460,106005804,105700063,101111497,94235199,90103517,83549977
671,人身保險業,159296765,160346989,166804730,177723282,178074552,186328387,196773906,204935904,207734325,207642107,202202957,197652407,198719762,195048772,194828923,198608898,193834469
672,財產保險業,27848196,27779526,28008163,28207219,27610316,29402025,30159599,29511620,29079470,27714052,25144479,24611056,27691187,34745244,33885811,33719717,33961338
673,社會保險業,4579560,4529600,4490400,4522844,4725070,4114200,4073360,4103280,4299400,4366040,4320992,4532920,4679885,3945641,4131358,3384926,2763025
674,保險輔助業,2099,3809,0,0,0,65994,109255,118924,125358,132824,118961,139552,125648,132345,132368,111332,111018
675,再保險業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,其他保險業,1578183,1450766,1445465,1609603,1900934,2804401,2856763,2619929,3110817,3095122,2548593,2980759,2929975,2775689,2593003,2383199,2577684
67,保險業合計,193304803,194110690,200748758,212062949,212310873,222715007,233972883,241289657,244349370,242950145,234335982,229916694,234146457,236647691,235571463,238208072,233247534
681,不動產經營業,22493778,21871413,22710629,21592366,19581107,19559050,18990440,19617601,19871924,19020386,17497956,17150020,18510660,17672630,16236635,14704619,14687136
682,市場及展示場管理業,13205646,14364539,15154807,15318330,16713229,17867913,17734900,18734149,16540514,16681430,19428135,20591824,20108104,20689316,20989432,18582760,18032090
68,不動產業合計,35699424,36235952,37865436,36910696,36294336,37426963,36725340,38351750,36412438,35701816,36926091,37741844,38618764,38361946,37226067,33287379,32719226
H.,金融、保險及不動產業合計,972897875,990037780,1018426996,1019832341,1034684785,1062954333,1081041939,1125673070,1152350100,1148351424,1126423992,1107431692,1103467557,1086113012,1081101080,1069107225,1028093443
711,法律服務業,1521427,1855079,988149,831329,806620,905834,1974510,2036008,2266628,3604112,3770970,3539596,3587747,3525409,3435748,3678074,3536465
712,會計服務業,1185998,1226927,1392221,1446152,1421564,1404035,1386997,1710348,1444837,1132957,1071515,1000028,981037,927387,904718,807161,676328
71,法律及會計服務業合計,2707425,3082006,2380374,2277480,2228184,2309869,3434980,3746356,3711465,4737069,4842485,4539624,4568784,4452796,4340466,4485235,4212793
72,建築及工程技術服務業,20307509,20617571,19708062,18128596,16527762,15878826,18570498,19737160,20632280,19917037,23130900,22346171,22267408,22497523,21909336,21870594,21869807
73,商品經紀業,107059117,111367205,120673984,116130192,116988235,116239412,114187017,116128765,116686632,114048564,108425815,102845436,101171671,95489524,91091300,89841887,87548255
74,顧問服務業,3861573,3761883,3579562,3534148,3758980,4125106,4935096,4713642,4684768,5138655,4892148,4772120,4982700,4863330,4759234,4404314,4011202
75,資訊服務業,30850085,30701889,35680295,56497904,74969030,86085087,92324788,103401245,110118540,117721527,122300929,128924463,128411661,130036134,129952523,132573026,210229198
76,廣告業,2460411,2436116,2282842,2069877,2104034,2177329,2364371,2262517,2154012,2082977,2032519,1877050,1811147,2487363,2419190,2377693,2162722
77,設計業,1173404,1182606,1481778,1963681,2453624,2686586,2364673,2335687,2108381,2318318,2465435,624569,785823,875206,925403,1121361,898138
781,機械設備租賃業,9237287,7456062,6675341,6821319,6663632,7070334,7360052,7774936,7710224,8911115,9591969,9764432,10407234,10998175,6245927,3941263,3978593
782,運輸工具設備租賃業,3058493,2756339,3155436,3389664,3043395,2935005,3000118,3037585,2172374,2339531,1984368,1836176,2027552,2036992,2132356,2339356,2110350
783,物品租賃業,2502760,2610220,3118072,2939597,4231911,6863413,6963606,7260626,6932798,6660664,6093093,5089374,3694870,2541334,2015737,1962375,1831053
78,租賃業合計,14798540,12822621,12948849,13150579,13938938,16868752,17323776,18073147,16815396,17911310,17669430,16689982,16129656,15576501,10394020,8242994,7919996
79,其他工商服務業,147264490,201221249,288919340,352588905,420241869,510792153,591942241,648429200,699109516,746361590,781171460,811709842,880245524,908579644,928707630,963556301,1018494353
I.,工商服務業合計,330482554,387193146,487655086,566341362,653210656,757163120,847447440,918827719,976020990,1030237047,1066931121,1094329257,1160374374,1184858021,1194499102,1228473405,1357346464
81,環境衛生及污染防治服務業,180041796,211432154,233759815,217490861,242608476,269427226,343495079,267861857,323413873,354871100,342140071,335036391,378940829,379917727,377448318,407595555,429219363
821,教育訓練服務業,1597431595,1736987648,1974438327,2160849614,2435277993,2611305983,2782166787,3012836890,3170334401,3221341256,3215345325,3242482431,3220744772,3176234891,3113038548,3115052271,3084837495
822,學術研究服務業,258634326,280203302,308384788,323828190,333114557,338348518,353545877,394377626,426529097,435490501,448017415,442337774,477004661,447375189,447295649,454222178,443826441
823,醫療保健服務業,1684215973,1816109505,1932660398,2029762785,2180453223,2310401206,2420180833,2545196798,2644591364,2701215039,2788482968,2779034261,2883987103,2829963834,2847979828,2899330857,2915408128
824,社會福利服務業,53083404,53805771,62654924,69109259,81904058,92467719,87080528,98332929,102473520,104492880,101138328,99825740,100388022,102686642,100390392,101650510,103312103
825,人民團體,56170333,63080951,66856464,71799295,75196319,76201042,79938719,81615537,80325643,80609651,84896279,85378524,86378003,86081924,85907746,85893420,86416976
829,其他社會服務業,38854025,43562342,51313880,62851525,83183798,77090713,87399814,104693001,122747922,123402958,127617700,126716191,131656936,130834844,128620091,135706338,140173263
82,社會服務業合計,3688389656,3993749519,4396308781,4718200668,5189129948,5505815181,5810312558,6237052781,6547001947,6666552285,6765498015,6775774921,6900159497,6773177324,6723232254,6791855574,6773974406
831,新聞出版業,40061611,37955941,41082853,40966169,40335887,45017015,50625699,56626807,57666355,56209752,53313506,48644055,47566289,47819371,49363662,47858377,46831157
832,雜誌(含期刊)出版業,3471916,3186833,3315886,2274751,2199819,2248587,2022532,4196296,5928092,6026032,5807053,5995166,9815354,11153933,11725825,12277588,11545070
833,書籍出版業,7920356,8108714,9049427,8694138,8935878,8604612,8420789,8139795,7633340,7562630,7556130,7429281,7500937,7283612,7413198,6877338,6673468
834,其他出版業,6324105,5028354,2374910,2427616,2581762,3783610,4122300,4164198,4153224,3938305,3550545,3660415,3782261,3536152,3427007,3906990,3964000
83,出版業合計,57777988,54279842,55823076,54362674,54053346,59653824,65191320,73127096,75381011,73736719,70227234,65728917,68664841,69793068,71929692,70920293,69013695
841,電影片製作業,5520120,5177962,5224726,4826213,4466154,3936864,4036567,4185896,3300849,3307195,3683634,3495030,3503772,3766076,3857080,3326647,2620161
842,電影片發行業,743844,592734,617045,642492,776996,814330,768906,616263,517489,452451,366136,186695,78979,22399,0,0,0
843,電影片放映業,65248192,69484843,69734366,66998171,67016596,64133774,66833648,68355190,66785948,63535022,58446136,55794030,54825892,53846043,51949467,51747558,51901431
844,電影工業,1994866,864051,81129,95612,87422,151291,127779,120720,114040,122299,115716,865706,4811927,6320320,6557040,7366060,7424620
84,電影事業合計,73507022,76119590,75657266,72562487,72347168,69036259,71766900,73278069,70718326,67416967,62611622,60341461,63220570,63954838,62363587,62440265,61946212
851,廣播業,85535440,80514676,79358441,74587819,72971396,74339599,80408570,78994005,76971334,74357077,71545154,66596389,70227625,67097366,60027737,57651739,53553624
852,電視業,66846305,70773448,72744144,72706612,74081439,89137581,93454125,98750332,108600989,103353583,101420774,98353159,99791443,100169002,98930724,97029938,101492066
853,廣播電視節目供應業,15240788,17612222,18734432,20138955,24921153,28767819,29555682,31088132,26753049,25157126,23390111,22307164,22949441,24862781,24192033,25071049,23145009
85,廣播電視業合計,167622533,168900346,170837017,167433386,171973988,192244999,203418377,208832469,212325372,202867786,196356039,187256712,192968509,192129149,183150494,179752726,178190699
861,技藝表演業,1461529,1495538,1732252,1740329,2029150,2546202,3021444,3534140,4286185,4171825,5146153,4425372,3860608,4489686,4835350,4826413,4873208
862,文學及藝術業,6701419,6686791,7771219,11419250,13139331,15354186,15874950,17217897,18524267,19051923,17078159,18264145,19211595,15728076,14495005,15534041,17113583
863,藝文服務業,34312153,33427318,37299347,38067162,40171941,43218649,49609458,49681487,48033522,49261710,47368771,46003210,47513994,48614364,46804823,49288914,51360539
86,藝文業合計,42475101,41609647,46802818,51226741,55340421,61119037,68505852,70433524,70843974,72485458,69593083,68692727,70586197,68832126,66135178,69649368,73347330
87,娛樂業,718273718,669074310,687335856,675433822,729553229,793981665,850207965,874008946,861121605,805117599,753096890,713463542,698340437,669892373,644554745,627918069,623424972
88,旅館業,857413362,869665093,919659035,962125490,1029911987,1066531292,1144778894,1217134808,1293601493,1366869618,1372158961,1391166116,1494588298,1534177725,1552246509,1608560390,1678474526
891,汽車服務業,110310235,109725874,122057502,125139445,128609115,140298391,146825264,159164835,168233850,165300875,155605729,155167393,165048412,163828925,164787288,170001837,169020023
892,修理服務業,16353541,18455952,19758183,19298190,19617463,22180245,24463867,26480371,26730037,25408399,23579062,21850979,23894790,25152369,25172658,25748954,27061884
893,洗染業,8128864,7821869,8320549,8507811,10963767,13114637,15331205,16271988,16906793,17900800,19557562,22023571,24627346,25554715,27919950,28977479,31914648
894,家事服務業,958925,815941,678736,576254,515858,478113,904349,1514611,1416619,1347038,1188159,1113266,1178873,1593998,1909577,1889271,1757377
899,其他個人服務業,175806591,204237788,245576388,251634773,249614752,259532742,275211365,290061928,294627726,289315512,269527626,260748878,261347814,258854818,254246135,255494822,256415365
89,個人服務業合計,311558156,341057424,396395358,405156472,409320955,435604128,462736050,493493733,507915025,499272624,469458138,460904087,476097235,474984825,474035608,482112363,486169297
J.,社會服務及個人服務業合計,6097059332,6425887925,6982579022,7323992603,7954239517,8453413611,9020412995,9515223283,9962322626,10109190156,10101140053,10058364874,10343566413,10226859155,10155096385,10300804603,10373760500
911,公務機構,1033965936,1064569475,1162743920,1221971360,1324117793,1388687055,1465890978,1543407374,1604090420,1643027491,1645219248,1662833771,1657094221,1659575198,1670115110,1673003963,1696870637
912,國訪事業,849463015,802949606,893092451,999934766,1015371925,1025143007,1027363887,1050420431,1030546170,999246817,956248786,940997677,937014100,925859218,901754921,894677760,899797963
91,公務機構及國訪事業合計,1883428951,1872518081,2055836371,2221906126,2339489718,2413830062,2493254865,2593827805,2634636590,2642274308,2601468034,2603831448,2594108321,2585434416,2571870031,2567681723,2596668600
92,國際機構及外國駐在機構,33735736,32391635,32905978,33466964,31982666,31420053,32586815,32885268,33323048,33834487,33974696,31633944,30034417,28711404,28795012,30667847,30572936
K.,公共行政業合計,1917164687,1904910716,2088742349,2255373090,2371472384,2445250115,2525841680,2626713073,2667959638,2676108795,2635442730,2635465392,2624142738,2614145820,2600665043,2598349570,2627241536
93,家庭用(住宅用),1501200951,1648040247,1857238268,2011613201,2158138586,2292051073,2416656588,2547176064,2646512236,2713339247,2722334912,2704880636,2738839347,2754738313,2751116251,2672267595,2651933810
94,其他不能歸類之行業,1516089559,1208614812,1350619189,1312851086,1443348175,1509068718,1669625035,1795226742,2175454138,1821073532,2120608439,1875535681,2311529899,2102592082,2192296124,2383616512,2509633076
X.,其他不能歸類之行業合計,3017290510,2856655059,3207857457,3324464287,3601486761,3801119791,4086281623,4342402806,4821966374,4534412779,4842943351,4580416317,5050369246,4857330395,4943412375,5055884107,5161566886
總,計,83048890191,86844042654,94768110050,94807413528,1.00435E+11,1.06043E+11,1.13293E+11,1.17648E+11,1.23598E+11,1.28226E+11,1.28644E+11,1.21348E+11,1.34135E+11,1.38161E+11,1.39134E+11,1.42529E+11,1.44579E+11
